genotype,run_no,plate_no,well_no,file_column,no_segments,sum_area_gap_fd,t_end,t_start,tphase_residuals_fd,tphase_residuals_fd_normalized,tphase_rsquared_fd
YDL144C,10,A,94,94,2.000000000e+00,-1.203565703e-02,1.340332767e+03,5.891571865e+02,1.280052415e-06,3.368558986e-08,9.910820717e-01
YBR045C,8,A,31,31,2.000000000e+00,1.749643640e-02,6.779265288e+02,1.738624015e+02,4.960222586e-07,1.984089034e-08,9.906735754e-01
YBR045C,8,A,31,31,2.000000000e+00,-1.720599319e-02,1.450532420e+03,8.262091781e+02,8.784915854e-07,2.833843824e-08,9.911246704e-01
YDL041W,10,A,14,14,1.000000000e+00,2.955032076e-02,3.656805021e+02,1.455552135e+02,5.960059923e-07,5.418236294e-08,9.199428236e-01
YDL041W,10,A,14,14,1.000000000e+00,-2.905418480e-02,1.041999862e+03,6.006375550e+02,2.301203375e-06,1.046001534e-07,9.702798920e-01
YPR199C,39,A,100,100,1.000000000e+00,1.424502162e-02,2.869977646e+02,1.422840681e+02,1.343255735e-07,1.918936764e-08,9.690571634e-01
YPR199C,39,A,100,100,2.000000000e+00,-2.367025019e-02,1.071199069e+03,4.226583495e+02,8.016601962e-07,2.505188113e-08,9.929260945e-01
YLR442C,48,B,35,135,1.000000000e+00,-3.174858523e-02,9.478893251e+02,5.548928354e+02,2.892051088e-06,1.446025544e-07,9.574439959e-01
YBR085W,8,B,63,163,1.000000000e+00,4.834443990e-02,5.317157097e+02,3.073482231e+02,1.192603233e-06,1.084184757e-07,8.555679582e-01
YBR085W,8,B,63,163,1.000000000e+00,-1.189118317e-02,1.133087758e+03,8.184003201e+02,1.828747780e-06,1.142967363e-07,9.670415517e-01
YPL051W,38,A,28,28,1.000000000e+00,-1.997787914e-02,8.337906799e+02,5.177019123e+02,1.961629602e-06,1.226018502e-07,9.591155224e-01
YML058W,27,A,98,98,1.000000000e+00,-1.042808192e-02,8.385404434e+02,4.810046040e+02,1.450175371e-06,8.530443359e-08,9.697735092e-01
YHR200W,6,A,90,90,1.000000000e+00,2.516279833e-02,3.001851517e+02,8.416834000e+01,6.410622704e-07,5.827838822e-08,9.609855845e-01
YHR200W,6,A,90,90,1.000000000e+00,-3.324226929e-02,7.774794804e+02,4.613812839e+02,1.633035341e-06,1.088690227e-07,9.518283092e-01
YDR333C,14,A,29,29,2.000000000e+00,-7.633523227e-03,1.252717619e+03,5.455593304e+02,9.843786348e-07,2.812510385e-08,9.925470312e-01
YDR072C,12,A,21,21,1.000000000e+00,3.528755126e-02,4.202384944e+02,2.028081302e+02,4.237104820e-06,3.851913473e-07,8.975738315e-01
YDR072C,12,A,21,21,2.000000000e+00,-3.685838158e-02,1.456162518e+03,8.475106286e+02,1.003586778e-06,3.345289262e-08,9.891541462e-01
YLR219W,26,A,22,22,1.000000000e+00,8.540906054e-03,8.940100644e+02,5.797544364e+02,4.347474946e-06,2.717171841e-07,9.124503792e-01
YMR151W,28,A,86,86,1.000000000e+00,-2.473917376e-02,9.614918736e+02,6.131564960e+02,3.147078062e-06,1.748376701e-07,9.306429960e-01
YIL072W,3,B,58,158,1.000000000e+00,-3.655497176e-02,8.828370533e+02,5.504318038e+02,2.825315690e-06,1.661950406e-07,9.424940136e-01
YNL014W,51,A,66,66,1.000000000e+00,-4.080366737e-02,8.828253889e+02,5.259021079e+02,2.396759338e-06,1.331532966e-07,9.592089189e-01
YPR164W,39,A,78,78,1.000000000e+00,2.831744506e-03,4.420851542e+02,2.624378137e+02,1.584638864e-08,1.760709849e-09,9.669310564e-01
YPR164W,39,A,78,78,2.000000000e+00,-2.146673465e-02,1.326319768e+03,5.967234399e+02,9.450649870e-07,2.554229695e-08,9.917057391e-01
YJL152W,21,B,3,103,1.000000000e+00,-2.259293365e-02,8.494089401e+02,5.287892660e+02,1.870447958e-06,1.169029974e-07,9.622665587e-01
YGR038W,47,B,45,145,2.000000000e+00,-2.785902556e-02,1.299782491e+03,5.861377669e+02,1.396601751e-06,3.990290718e-08,9.893002865e-01
YER183C,42,B,49,149,1.000000000e+00,-1.617682066e-02,8.980605822e+02,5.396506924e+02,2.023881767e-06,1.124378759e-07,9.613890889e-01
YLR018C,24,B,79,179,1.000000000e+00,-2.525392258e-02,9.130506459e+02,6.029547370e+02,1.606714404e-06,1.071142936e-07,9.541952854e-01
YDL037C,10,A,10,10,2.000000000e+00,-5.225611070e-03,1.341496293e+03,5.993339588e+02,1.379035548e-06,3.629040917e-08,9.912239925e-01
YMR305C,30,B,13,113,2.000000000e+00,-2.266432712e-02,1.304642314e+03,5.499390468e+02,2.410764891e-06,6.344118135e-08,9.848015271e-01
BY4741,31,A,71,71,1.000000000e+00,-1.152177700e-02,9.920782977e+02,6.399945527e+02,2.357258854e-06,1.309588252e-07,9.564020086e-01
YLR282C,26,A,70,70,1.000000000e+00,-1.850147319e-02,8.588840196e+02,5.234525388e+02,1.520074854e-06,9.500467840e-08,9.648546991e-01
YPL274W,36,B,46,146,1.000000000e+00,2.995745236e-03,4.284601091e+02,2.616122245e+02,4.397716624e-08,5.497145781e-09,9.453804071e-01
YPL274W,36,B,46,146,1.000000000e+00,-3.466585654e-02,9.093493188e+02,5.718111703e+02,2.084491255e-06,1.226171327e-07,9.530949218e-01
YDR517W,15,A,65,65,1.000000000e+00,-2.740776101e-02,8.877378017e+02,5.476565745e+02,2.176697971e-06,1.280410571e-07,9.571980409e-01
YGL249W,18,B,91,191,1.000000000e+00,-2.684811939e-02,8.047186679e+02,4.503787712e+02,2.294193455e-06,1.274551919e-07,9.585815167e-01
YIR031C,5,A,89,89,1.000000000e+00,-2.985134779e-02,9.692661595e+02,6.290476519e+02,2.054689975e-06,1.208641162e-07,9.578074857e-01
YKL067W,22,B,58,158,2.000000000e+00,6.105607060e-03,1.033841205e+03,4.307123450e+02,2.287944861e-06,7.626482870e-08,9.818713924e-01
BY4741,48,A,71,71,1.000000000e+00,-5.199314168e-02,1.048048999e+03,6.242069228e+02,3.123997216e-06,1.487617722e-07,9.392714799e-01
YOR289W,34,A,89,89,2.000000000e+00,-1.010079276e-02,1.184675689e+03,5.608604429e+02,8.811478343e-07,2.842412369e-08,9.918808823e-01
YDR380W,14,B,62,162,1.000000000e+00,-2.220747789e-02,8.293155997e+02,4.953072130e+02,1.799396693e-06,1.058468643e-07,9.659315153e-01
YJL152W,21,A,3,3,1.000000000e+00,-1.996924041e-02,8.357096544e+02,5.112258987e+02,1.726322869e-06,1.078951793e-07,9.658016454e-01
YKL040C,22,B,38,138,1.000000000e+00,-1.798309344e-02,8.527032861e+02,5.141152669e+02,2.274926354e-06,1.338191973e-07,9.590939677e-01
BY4741,28,B,27,127,2.000000000e+00,-2.184655894e-02,1.290127665e+03,5.672777262e+02,1.164924537e-06,3.235901493e-08,9.908953606e-01
YJR030C,46,A,99,99,1.000000000e+00,1.498199049e-03,8.329714589e+02,5.390794321e+02,1.426883398e-06,9.512555987e-08,9.640067059e-01
YKL023W,22,B,26,126,1.000000000e+00,7.404229265e-03,4.208833260e+02,2.726812417e+02,7.740305855e-08,9.675382319e-09,8.090681757e-01
YKL023W,22,B,26,126,2.000000000e+00,-4.307041362e-03,1.167890897e+03,5.249289406e+02,8.149021899e-07,2.546569343e-08,9.929755012e-01
YPR069C,39,A,10,10,1.000000000e+00,5.132529931e-04,4.536666435e+02,3.349599250e+02,5.267853250e-08,8.779755416e-09,7.753796189e-01
YPR069C,39,A,10,10,1.000000000e+00,1.171430552e-01,1.881880821e+03,1.114460878e+03,1.699593011e-06,4.357930798e-08,9.391481407e-01
YDR128W,12,A,68,68,2.000000000e+00,1.958657374e-03,5.443517647e+02,9.547837143e+01,5.504176582e-07,2.393120253e-08,9.903830277e-01
YDR128W,12,A,68,68,1.000000000e+00,-5.647903029e-02,1.196286463e+03,6.998387800e+02,1.709485094e-06,6.837940376e-08,9.712957653e-01
YOR064C,33,B,21,121,2.000000000e+00,-1.938232268e-02,1.173571596e+03,4.709045651e+02,1.347499887e-06,3.849999678e-08,9.897276659e-01
YGR210C,43,A,61,61,1.000000000e+00,-2.447570657e-02,9.295586494e+02,6.096623549e+02,1.994381440e-06,1.246488400e-07,9.569764080e-01
YFL004W,49,B,66,166,1.000000000e+00,4.957885429e-02,3.348288743e+02,8.416834000e+01,1.627896523e-06,1.356580436e-07,9.208380284e-01
YFL004W,49,B,66,166,1.000000000e+00,-4.886239022e-02,1.045380249e+03,6.240597610e+02,3.104543033e-06,1.478353825e-07,9.443973771e-01
YKR023W,47,A,96,96,1.000000000e+00,2.247073260e-04,1.576589000e+02,1.004486488e+02,2.820900176e-10,1.410450088e-10,8.426930709e-01
YKR023W,47,A,96,96,1.000000000e+00,-8.552188472e-03,5.117520647e+02,2.487809198e+02,3.048863312e-06,2.345279471e-07,6.962567139e-01
YKR023W,47,A,96,96,1.000000000e+00,2.209490712e-02,1.605030619e+03,1.092566530e+03,2.469530916e-07,9.498195830e-09,9.921251476e-01
YHR117W,6,A,43,43,1.000000000e+00,-3.330905294e-02,1.063511149e+03,7.142975096e+02,2.937574350e-06,1.631985750e-07,9.443605174e-01
YNL239W,30,A,86,86,1.000000000e+00,-2.972323733e-02,8.883287085e+02,5.599170459e+02,2.758073572e-06,1.622396219e-07,9.431208175e-01
YBR267W,9,A,83,83,1.000000000e+00,3.587148239e-02,3.613440251e+02,1.571013748e+02,1.132013659e-06,1.029103326e-07,6.753248179e-01
YBR267W,9,A,83,83,1.000000000e+00,-9.358276368e-04,1.056999663e+03,8.464244624e+02,8.105482040e-07,8.105482040e-08,9.323639653e-01
YCR068W,5,A,29,29,2.000000000e+00,2.519897319e-02,5.919213372e+02,1.611501133e+02,1.061752331e-06,5.055963479e-08,9.738803482e-01
YCR068W,5,A,29,29,1.000000000e+00,6.485912433e-03,9.686250121e+02,7.335532759e+02,4.353528624e-06,3.627940520e-07,8.973028329e-01
YFR009W,2,B,81,181,2.000000000e+00,-3.654830150e-02,1.400894779e+03,7.083322722e+02,5.311037670e-07,1.517439334e-08,9.912667972e-01
YDR310C,14,B,12,112,2.000000000e+00,-7.863736280e-03,1.226811817e+03,5.030310980e+02,1.904495999e-06,5.290266663e-08,9.828638698e-01
YLR326W,27,A,6,6,1.000000000e+00,-3.655435545e-02,7.809692687e+02,4.348684145e+02,2.789822478e-06,1.549901377e-07,9.543854744e-01
YPL047W,38,B,32,132,1.000000000e+00,-2.129693890e-03,4.658846966e+02,2.594179517e+02,6.264198205e-08,5.694725641e-09,9.126391860e-01
YPL047W,38,B,32,132,1.000000000e+00,-4.021748806e-02,8.868234784e+02,5.682789751e+02,2.467451085e-06,1.542156928e-07,9.355880037e-01
YDR035W,11,B,100,200,2.000000000e+00,-2.860678966e-02,1.196195615e+03,5.231010799e+02,1.362785853e-06,4.129654101e-08,9.893668666e-01
YHR096C,6,A,26,26,1.000000000e+00,2.555770958e-03,9.579519625e+02,6.271488297e+02,1.367363463e-06,8.546021646e-08,9.681681704e-01
YAR040C,1,B,67,167,2.000000000e+00,-2.777706874e-02,1.258073025e+03,5.177795929e+02,1.529833965e-06,4.134686392e-08,9.913245579e-01
YJL201W,20,A,70,70,2.000000000e+00,-2.167274665e-02,1.282500284e+03,5.422257799e+02,1.386246820e-06,3.746613026e-08,9.891725620e-01
YMR326C,41,A,67,67,2.000000000e+00,-1.744925767e-02,1.330338692e+03,6.211449099e+02,8.606708292e-07,2.459059512e-08,9.915219815e-01
YPL021W,38,A,52,52,2.000000000e+00,-3.164343028e-03,1.195985765e+03,4.891030644e+02,2.074037213e-06,5.925820609e-08,9.836304624e-01
YBR003W,7,A,93,93,1.000000000e+00,3.635768485e-02,3.556347513e+02,1.318371199e+02,5.892102175e-07,5.356456523e-08,9.510503141e-01
YBR003W,7,A,93,93,1.000000000e+00,3.349599565e-03,1.099235266e+03,7.728188045e+02,1.083386430e-06,6.771165190e-08,9.699969663e-01
YER048C,16,A,72,72,1.000000000e+00,-2.220074312e-02,9.156785467e+02,5.687939867e+02,2.135793438e-06,1.256349081e-07,9.549439468e-01
YMR299C,30,B,7,107,1.000000000e+00,2.090333986e-03,4.504601644e+02,3.131313252e+02,7.229104134e-08,1.032729162e-08,8.651839742e-01
YMR299C,30,B,7,107,1.000000000e+00,-3.817563883e-02,9.012540472e+02,5.843850594e+02,2.240501873e-06,1.400313670e-07,9.481727483e-01
YPR003C,38,B,67,167,1.000000000e+00,-1.947739411e-02,8.324889255e+02,5.370983246e+02,1.927050105e-06,1.284700070e-07,9.540664724e-01
YOL159C,45,B,36,136,2.000000000e+00,-6.093987177e-03,1.351363815e+03,5.870834191e+02,7.720781908e-07,2.031784713e-08,9.942158920e-01
YLR433C,41,A,36,36,1.000000000e+00,-2.260893079e-02,8.810103246e+02,5.820743160e+02,8.826792621e-07,5.884528414e-08,9.803756162e-01
YOR263C,34,B,78,178,1.000000000e+00,-1.477603640e-02,8.585018298e+02,5.310507707e+02,1.698798961e-06,1.061749351e-07,9.643350478e-01
YPL014W,38,B,56,156,1.000000000e+00,-4.059293491e-02,8.201169885e+02,5.019936346e+02,2.737425350e-06,1.710890844e-07,9.363830331e-01
YJL117W,21,A,30,30,1.000000000e+00,-3.768710020e-02,9.852481759e+02,7.247548559e+02,1.570865353e-06,1.208357964e-07,9.187900414e-01
YLL027W,24,B,41,141,1.000000000e+00,-3.070588752e-02,9.093333081e+02,6.182697324e+02,1.836218246e-06,1.224145498e-07,9.551450321e-01
YLR014C,24,A,75,75,1.000000000e+00,3.213762209e-03,3.136292345e+02,1.723303402e+02,7.235761608e-08,1.033680230e-08,9.611842906e-01
YLR014C,24,A,75,75,1.000000000e+00,-7.417309792e-03,8.879370037e+02,7.049353504e+02,1.527338782e-06,1.697043091e-07,9.526599104e-01
YKL128C,23,B,8,108,1.000000000e+00,-3.188975579e-02,8.685079860e+02,5.439464920e+02,2.230104107e-06,1.393815067e-07,9.515988505e-01
YPL040C,38,A,37,37,2.000000000e+00,-1.907880830e-02,1.337859407e+03,6.238332271e+02,6.589962739e-07,1.882846497e-08,9.916195377e-01
YOR348C,35,B,39,139,1.000000000e+00,1.077661543e-02,4.298978073e+02,2.975846083e+02,1.159370517e-07,1.656243596e-08,5.817420802e-01
YOR348C,35,B,39,139,1.000000000e+00,-3.034047741e-02,8.699620996e+02,5.561772728e+02,2.549581390e-06,1.593488369e-07,9.394579178e-01
YLR018C,24,A,79,79,1.000000000e+00,7.056743808e-03,4.554899823e+02,3.238316833e+02,1.271002893e-07,2.118338155e-08,5.529205020e-01
YLR018C,24,A,79,79,1.000000000e+00,-2.059372192e-02,9.129533552e+02,5.932785233e+02,1.596365744e-06,9.977285900e-08,9.641231665e-01
YPR075C,39,B,16,116,2.000000000e+00,-1.936817440e-03,1.242737644e+03,5.393847413e+02,1.244830887e-06,3.457863574e-08,9.913266231e-01
YFR006W,2,B,78,178,2.000000000e+00,-1.413382828e-02,1.239309485e+03,5.175489159e+02,9.454343652e-07,2.626206570e-08,9.931397315e-01
YHR131C,49,A,90,90,2.000000000e+00,-3.362104644e-02,1.267000049e+03,5.949253913e+02,1.775865260e-06,5.223133116e-08,9.879616642e-01
YOR215C,34,B,44,144,1.000000000e+00,-3.128757665e-02,8.484069465e+02,5.077743936e+02,2.289447898e-06,1.346734058e-07,9.588865356e-01
YBR076W,8,B,58,158,2.000000000e+00,-2.600677632e-02,1.018368596e+03,4.378943385e+02,2.220097388e-06,7.655508234e-08,9.416388223e-01
YBR076W,8,B,58,158,2.000000000e+00,-1.354089812e-02,2.292529088e+03,1.648845196e+03,9.064195224e-07,2.832561008e-08,9.831566076e-01
YDL219W,11,A,50,50,1.000000000e+00,-4.992158770e-02,9.015442963e+02,5.487399601e+02,7.105141181e-06,3.947300656e-07,8.739593535e-01
YMR182C,29,A,12,12,2.000000000e+00,-2.070332295e-02,1.156447093e+03,4.865497274e+02,1.741145807e-06,5.276199416e-08,9.853015027e-01
YIL140W,4,A,8,8,1.000000000e+00,3.185961223e-02,7.840046639e+02,4.826591421e+02,2.356983114e-06,1.571322076e-07,9.519687257e-01
YER167W,42,B,36,136,1.000000000e+00,-3.316358067e-02,9.014796578e+02,5.485400104e+02,2.461029272e-06,1.367238485e-07,9.554600642e-01
YBR150C,48,B,70,170,2.000000000e+00,3.035572131e-03,1.350143766e+03,6.153436729e+02,8.843120221e-07,2.390032492e-08,9.929528573e-01
YMR160W,45,A,75,75,1.000000000e+00,1.188831710e-02,5.225599279e+02,3.851050666e+02,1.385576502e-07,1.979395003e-08,6.035391956e-01
YMR160W,45,A,75,75,2.000000000e+00,-5.787446451e-03,1.350069608e+03,6.544316715e+02,1.191936553e-06,3.405533008e-08,9.905650940e-01
YHR097C,6,B,28,128,1.000000000e+00,-1.624202540e-02,1.084136475e+03,7.791955747e+02,2.311824465e-06,1.444890291e-07,9.475621550e-01
YDR519W,15,A,67,67,1.000000000e+00,-1.669716337e-02,9.327225460e+02,5.774756195e+02,2.356331240e-06,1.309072911e-07,9.593119723e-01
YJR144W,46,A,49,49,3.000000000e+00,1.012050958e-02,1.674687536e+03,5.911487846e+02,5.427393170e-07,1.005072809e-08,9.952112061e-01
YPL198W,37,A,4,4,1.000000000e+00,-2.141693779e-02,8.160508582e+02,4.842743536e+02,1.347138669e-06,8.419616679e-08,9.704224004e-01
YPR192W,39,B,93,193,2.000000000e+00,-1.215534289e-02,1.168660216e+03,5.378312874e+02,2.876277701e-06,8.988367816e-08,9.774427478e-01
YKR101W,41,A,20,20,1.000000000e+00,-3.932960703e-02,8.010893920e+02,5.006917685e+02,2.446377828e-06,1.630918552e-07,9.413507940e-01
YPL025C,38,B,48,148,2.000000000e+00,-2.633768405e-02,1.267392154e+03,5.912282207e+02,1.598003848e-06,4.700011319e-08,9.823088130e-01
YNL230C,30,A,95,95,1.000000000e+00,-3.788751413e-03,1.489383151e+02,8.416834000e+01,1.336483691e-07,4.454945636e-08,3.157103677e-01
YNL230C,30,A,95,95,2.000000000e+00,1.593819857e-02,7.998685820e+02,2.600105802e+02,7.012989617e-07,2.697303699e-08,9.890386124e-01
YNL230C,30,A,95,95,1.000000000e+00,-3.466120907e-02,1.281808789e+03,9.459589227e+02,2.157043072e-06,1.268848866e-07,9.475383732e-01
BY4741,42,A,88,88,1.000000000e+00,1.136365798e-02,4.226015165e+02,3.089468344e+02,1.115788737e-07,1.859647895e-08,-6.128042372e+00
BY4741,42,A,88,88,2.000000000e+00,-1.177353270e-02,1.281281146e+03,5.670692154e+02,6.844704060e-07,1.901306683e-08,9.942485942e-01
YOL147C,48,B,45,145,2.000000000e+00,9.099960560e-04,1.368650948e+03,5.802296431e+02,1.338420541e-06,3.431847542e-08,9.902633022e-01
YDR491C,15,A,45,45,1.000000000e+00,-2.308032279e-02,9.441247723e+02,5.796673392e+02,2.941703185e-06,1.548264834e-07,9.529844062e-01
YBR181C,9,B,16,116,1.000000000e+00,1.534485014e-02,4.248672078e+02,1.646430566e+02,2.170119879e-07,1.669322984e-08,9.634065460e-01
YBR181C,9,B,16,116,2.000000000e+00,-1.229313860e-02,1.547175555e+03,8.292975578e+02,1.031418646e-06,2.865051794e-08,9.891789977e-01
YLR334C,45,B,51,151,1.000000000e+00,-4.536469393e-03,9.576916400e+02,6.037823223e+02,1.904257708e-06,1.120151593e-07,9.559553004e-01
YKL023W,22,A,26,26,1.000000000e+00,6.510728115e-03,4.593330487e+02,2.988912646e+02,1.711399963e-07,2.139249953e-08,3.935481819e-01
YKL023W,22,A,26,26,1.000000000e+00,-2.550125906e-02,8.500839103e+02,5.617032026e+02,2.207316503e-06,1.576654645e-07,9.472560903e-01
YDL130W-A,40,A,25,25,1.000000000e+00,-2.401364214e-02,9.501287081e+02,5.953800877e+02,2.136113095e-06,1.186729497e-07,9.615771775e-01
YJR060W,47,A,25,25,2.000000000e+00,7.684546630e-03,1.426111061e+03,6.105604296e+02,7.278266497e-07,1.775186951e-08,9.931563987e-01
YJL021C,46,A,75,75,2.000000000e+00,-6.910920547e-03,1.227023794e+03,5.759635013e+02,1.039066695e-06,3.148686956e-08,9.900616079e-01
YMR224C,29,A,45,45,1.000000000e+00,-3.560483230e-03,3.655763831e+02,2.653125484e+02,1.179276478e-08,2.358552956e-09,7.317182567e-01
YMR224C,29,A,45,45,2.000000000e+00,2.798402185e-02,1.356395453e+03,5.319870267e+02,2.128441346e-06,5.191320357e-08,9.811044142e-01
YFR030W,48,A,16,16,1.000000000e+00,-3.184758457e-02,1.022923728e+03,6.653331429e+02,2.357734307e-06,1.309852393e-07,9.486323332e-01
YDR520C,15,A,68,68,1.000000000e+00,-3.193217204e-02,9.024345450e+02,5.714458440e+02,2.904291941e-06,1.708407024e-07,9.445155558e-01
YLL057C,24,A,61,61,1.000000000e+00,4.919817937e-03,4.024030992e+02,2.825300151e+02,4.133739765e-08,6.889566275e-09,7.173851566e-01
YLL057C,24,A,61,61,1.000000000e+00,-3.591797281e-02,8.810313610e+02,5.474561516e+02,3.073875786e-06,1.808162227e-07,9.361143923e-01
YER089C,49,B,62,162,1.000000000e+00,2.394042955e-02,3.589214636e+02,1.921918654e+02,4.605601356e-07,5.757001695e-08,9.339852899e-01
YER089C,49,B,62,162,1.000000000e+00,-6.609831002e-03,1.039713067e+03,7.102755167e+02,2.635574540e-06,1.647234088e-07,9.372848160e-01
YLL029W,24,B,43,143,1.000000000e+00,-2.745549233e-02,8.895883556e+02,5.659211985e+02,2.085092316e-06,1.303182697e-07,9.548601024e-01
YKL221W,23,B,74,174,1.000000000e+00,-2.260488094e-02,8.838330279e+02,5.569625138e+02,2.632727460e-06,1.548663212e-07,9.479310760e-01
YNL302C,30,A,45,45,2.000000000e+00,2.454828263e-02,5.831972004e+02,1.521038191e+02,6.195631572e-07,2.816196169e-08,9.350933840e-01
YNL302C,30,A,45,45,1.000000000e+00,-1.668553872e-02,1.320745729e+03,8.330782681e+02,1.489066746e-06,5.956266983e-08,9.599048332e-01
YLR370C,45,A,55,55,1.000000000e+00,3.037307835e-03,4.994374397e+02,1.463037509e+02,1.218987749e-07,7.170516168e-09,9.900689639e-01
YLR370C,45,A,55,55,1.000000000e+00,-1.837076751e-02,1.268507011e+03,8.483405207e+02,1.301283084e-06,6.196586113e-08,9.583239242e-01
YOL087C,43,B,2,102,1.000000000e+00,-1.683460049e-02,9.002630486e+02,5.171814801e+02,1.967921159e-06,9.839605793e-08,9.629053723e-01
YBL049W,7,A,40,40,1.000000000e+00,-9.206698907e-04,4.810438637e+02,2.837941432e+02,2.592019529e-07,2.592019529e-08,6.630671423e-01
YBL049W,7,A,40,40,2.000000000e+00,-3.501142168e-02,1.212366455e+03,5.808814320e+02,1.255814973e-06,4.051016041e-08,9.890200449e-01
YIR028W,5,B,86,186,1.000000000e+00,-2.456900808e-02,9.329858392e+02,5.946673723e+02,1.833863898e-06,1.078743470e-07,9.626171676e-01
YEL048C,16,B,20,120,1.000000000e+00,-2.746201209e-02,8.520640924e+02,5.364969037e+02,2.315768707e-06,1.447355442e-07,9.485883303e-01
YDR015C,11,B,82,182,2.000000000e+00,-1.685829308e-02,1.299622714e+03,5.455467506e+02,1.533445919e-06,4.144448431e-08,9.897345903e-01
YDR090C,12,B,34,134,1.000000000e+00,3.050578747e-02,5.068029784e+02,1.575494578e+02,1.569156211e-06,8.717534503e-08,9.592885100e-01
YDR090C,12,B,34,134,2.000000000e+00,-8.720578800e-03,1.443181120e+03,7.587484351e+02,1.144991571e-06,3.271404490e-08,9.907025310e-01
YFR038W,5,A,59,59,2.000000000e+00,-1.266290245e-02,1.266130061e+03,5.834825468e+02,1.020230139e-06,3.000676880e-08,9.917807346e-01
YCL064C,2,A,20,20,1.000000000e+00,-4.302711094e-02,8.250208446e+02,5.040253840e+02,2.520456827e-06,1.575285517e-07,9.405668753e-01
YOL059W,36,A,24,24,1.000000000e+00,-1.841216179e-02,1.108743600e+03,7.032346728e+02,1.529609652e-06,7.648048259e-08,9.471273276e-01
YDR541C,40,A,34,34,1.000000000e+00,-3.426325629e-02,9.419189063e+02,5.905721933e+02,2.598632110e-06,1.443684506e-07,9.528095190e-01
YBR120C,8,A,79,79,2.000000000e+00,1.492460044e-02,5.270231801e+02,1.237172884e+02,1.134874088e-06,5.674370440e-08,9.668045804e-01
YBR120C,8,A,79,79,2.000000000e+00,-1.875414179e-02,1.568173519e+03,9.739793475e+02,5.995087263e-07,1.998362421e-08,9.920310686e-01
YGL179C,18,B,45,145,1.000000000e+00,-2.647880805e-02,8.125048671e+02,4.702363545e+02,1.845865376e-06,1.085803162e-07,9.656619931e-01
BY4741,14,B,27,127,1.000000000e+00,-2.153480967e-02,8.772049888e+02,5.137613373e+02,1.892802439e-06,1.051556911e-07,9.596341198e-01
YIL159W,4,B,21,121,1.000000000e+00,1.188471072e-02,3.381735769e+02,9.485878569e+01,7.661648693e-07,6.384707244e-08,9.108266939e-01
YIL159W,4,B,21,121,1.000000000e+00,-2.940142892e-02,8.821467168e+02,5.031397379e+02,3.065178374e-06,1.613251776e-07,9.502228802e-01
YMR161W,28,A,97,97,1.000000000e+00,7.617526137e-03,4.068724334e+02,3.286464363e+02,6.203138740e-08,1.550784685e-08,-5.941810155e+00
YMR161W,28,A,97,97,1.000000000e+00,-2.558026674e-02,9.144851676e+02,5.817196682e+02,1.875388333e-06,1.172117708e-07,9.562673865e-01
YLR251W,26,A,46,46,2.000000000e+00,-1.533711927e-02,1.252257978e+03,5.341044892e+02,1.580409595e-06,4.390026652e-08,9.887649273e-01
BY4741,38,B,71,171,1.000000000e+00,-3.696306055e-02,8.659114932e+02,5.542747307e+02,2.609749389e-06,1.631093368e-07,9.356407405e-01
YOR130C,33,B,76,176,1.000000000e+00,-1.953685891e-02,8.978366805e+02,5.602554422e+02,1.809878991e-06,1.131174369e-07,9.553380081e-01
YGR135W,19,B,94,194,1.000000000e+00,3.567951022e-02,3.641533986e+02,1.627212107e+02,6.402847270e-07,6.402847270e-08,8.904444242e-01
YGR135W,19,B,94,194,1.000000000e+00,-1.824185413e-02,1.095576287e+03,7.657472375e+02,1.193423271e-06,7.458895442e-08,9.550157015e-01
YFR036W,5,A,58,58,1.000000000e+00,9.854280728e-03,5.362825071e+02,3.684419856e+02,1.180443650e-07,1.475554562e-08,8.168949096e-01
YFR036W,5,A,58,58,1.000000000e+00,-2.612285755e-02,9.990011933e+02,6.670132611e+02,1.799575188e-06,1.124734493e-07,9.511292655e-01
BY4741,30,A,88,88,1.000000000e+00,2.602473962e-02,3.782637461e+02,8.416834000e+01,5.646120072e-07,4.032942908e-08,9.699631805e-01
BY4741,30,A,88,88,2.000000000e+00,-1.829808421e-02,1.489319630e+03,6.575356489e+02,1.115806814e-06,2.656682891e-08,9.922790563e-01
YNR031C,32,A,50,50,1.000000000e+00,-2.291182794e-03,4.867023827e+02,2.761506643e+02,1.762493694e-07,1.602266995e-08,6.359900424e-01
YNR031C,32,A,50,50,1.000000000e+00,-2.317093117e-02,8.921213554e+02,5.859323817e+02,2.016101727e-06,1.344067818e-07,9.458096413e-01
YER037W,45,B,46,146,1.000000000e+00,2.782888489e-02,3.353788818e+02,1.654493754e+02,3.987563600e-07,4.984454500e-08,9.510187130e-01
YER037W,45,B,46,146,1.000000000e+00,-2.053264009e-04,9.987272012e+02,6.722854297e+02,1.467587886e-06,9.172424286e-08,9.671391563e-01
YJL007C,46,A,68,68,2.000000000e+00,-1.693042178e-02,1.142919753e+03,4.593413291e+02,1.232029341e-06,3.520083830e-08,9.908314473e-01
YPR038W,38,B,85,185,2.000000000e+00,-3.012931086e-02,1.149644508e+03,4.375195237e+02,1.291901020e-06,3.588613946e-08,9.906169074e-01
YLR382C,45,B,56,156,2.000000000e+00,-2.692202542e-02,1.240983771e+03,4.739689441e+02,1.582220740e-06,4.056976255e-08,9.828879084e-01
