genotype,run_no,plate_no,well_no,file_column,no_segments,sum_area_gap_fd,t_end,t_start,tphase_residuals_fd,tphase_residuals_fd_normalized,tphase_rsquared_fd
YLR072W,25,B,13,113,1.000000000e+00,-7.341167096e-03,1.208359944e+03,9.425172730e+02,1.615719987e-07,1.242861529e-08,8.712639039e-01
BY4741,14,B,71,171,1.000000000e+00,-4.271975675e-02,8.630283895e+02,5.048352427e+02,2.571893871e-06,1.428829929e-07,9.482070588e-01
YBL096C,7,A,81,81,1.000000000e+00,3.549855411e-02,3.519833205e+02,2.025061831e+02,6.710966830e-07,9.587095471e-08,8.329059284e-01
YBL096C,7,A,81,81,1.000000000e+00,-3.129290327e-02,1.065177887e+03,7.486486975e+02,2.155185774e-06,1.346991109e-07,9.477606307e-01
YML074C,44,A,29,29,2.000000000e+00,9.766262749e-03,1.362942485e+03,5.957252681e+02,1.856665785e-06,4.760681499e-08,9.877466540e-01
YGR181W,20,B,32,132,2.000000000e+00,-3.576585945e-02,1.299222794e+03,5.374222590e+02,2.455332817e-06,6.461402150e-08,9.831862304e-01
YBR270C,48,A,74,74,1.000000000e+00,-1.121666823e-02,9.998857890e+02,5.995304818e+02,2.334126924e-06,1.167063462e-07,9.596974161e-01
YBR010W,7,A,99,99,2.000000000e+00,-3.674966897e-02,1.348690715e+03,6.433307258e+02,1.687565848e-06,4.821616709e-08,9.865899175e-01
YDL238C,11,B,65,165,1.000000000e+00,-4.014125689e-02,9.031854523e+02,5.503808937e+02,3.443220044e-06,1.912900025e-07,9.372051736e-01
YNL301C,30,B,46,146,1.000000000e+00,-3.153553488e-02,9.001253800e+02,5.585891166e+02,3.306781533e-06,1.837100851e-07,9.447684608e-01
YEL065W,16,A,36,36,2.000000000e+00,2.518646220e-02,1.304040233e+03,5.244041459e+02,9.219198871e-07,2.363897146e-08,9.933523992e-01
YNL089C,31,B,79,179,1.000000000e+00,-2.449926309e-02,8.306157337e+02,5.443822224e+02,1.787169526e-06,1.276549662e-07,9.526691027e-01
YLR072W,25,A,13,13,1.000000000e+00,6.168810317e-03,3.779465999e+02,1.989043824e+02,2.550512637e-07,2.833902929e-08,3.162667970e-01
YLR072W,25,A,13,13,1.000000000e+00,-2.515298429e-02,8.068798469e+02,4.980467304e+02,2.244284180e-06,1.402677613e-07,9.484410938e-01
YKR096W,48,B,30,130,2.000000000e+00,-1.033518726e-02,1.304980768e+03,5.612331389e+02,9.271906595e-07,2.505920701e-08,9.924775844e-01
YNL029C,32,A,10,10,2.000000000e+00,-2.991431475e-02,1.268101442e+03,5.096018746e+02,1.060854617e-06,2.791722677e-08,9.913572485e-01
YJL127C,21,A,20,20,1.000000000e+00,1.026531391e-02,1.141869406e+03,6.900545605e+02,2.372731115e-06,1.031622224e-07,9.414337475e-01
YNL319W,30,B,36,136,1.000000000e+00,-2.649264181e-02,9.529659867e+02,6.570138312e+02,1.931362060e-06,1.287574707e-07,9.478775162e-01
YNL031C,32,B,12,112,2.000000000e+00,-1.230488384e-02,1.177909744e+03,5.431511886e+02,1.005524705e-06,3.243628082e-08,9.894353860e-01
YOL148C,50,A,60,60,1.000000000e+00,-3.153300615e-02,8.412301674e+02,5.114944906e+02,2.803400176e-06,1.649058927e-07,9.502394388e-01
YLR280C,26,A,68,68,2.000000000e+00,-2.215998146e-02,1.261809393e+03,5.221373840e+02,1.146153690e-06,3.097712675e-08,9.914585230e-01
YHL008C,4,A,78,78,2.000000000e+00,-2.465927633e-02,1.192790983e+03,5.273821977e+02,1.369881878e-06,4.151157205e-08,9.897332920e-01
YML073C,50,A,41,41,3.000000000e+00,-1.374838829e-03,6.319687208e+02,2.482602681e+02,1.151713757e-06,6.061651353e-08,9.811250411e-01
YML073C,50,A,41,41,2.000000000e+00,-3.696003144e-02,1.345920101e+03,7.020674309e+02,2.123529598e-06,6.636029992e-08,9.843872628e-01
YOL158C,51,B,62,162,1.000000000e+00,4.256437328e-02,3.093782925e+02,1.348965742e+02,1.123431164e-06,1.248256849e-07,8.491107164e-01
YOL158C,51,B,62,162,1.000000000e+00,-3.789271785e-02,1.020390371e+03,7.019784241e+02,2.551639301e-06,1.594774563e-07,9.366176159e-01
YMR198W,45,A,77,77,2.000000000e+00,-6.747379938e-03,1.431180368e+03,6.533214942e+02,9.285599825e-07,2.380923032e-08,9.911770436e-01
YGL146C,18,A,17,17,1.000000000e+00,-2.746107645e-02,8.248378608e+02,4.739523251e+02,2.561516144e-06,1.423064525e-07,9.573415272e-01
YPL092W,37,A,91,91,1.000000000e+00,-3.058819212e-02,7.471667074e+02,4.220315312e+02,1.713565069e-06,1.070978168e-07,9.619839040e-01
YGR070W,19,A,54,54,1.000000000e+00,-1.557712245e-02,8.743478379e+02,5.366463760e+02,1.993097169e-06,1.172410099e-07,9.618631054e-01
YAL037W,1,A,24,24,2.000000000e+00,-2.009234379e-02,1.235426900e+03,5.248891682e+02,9.279016567e-07,2.651147590e-08,9.935814615e-01
YGL261C,19,B,3,103,1.000000000e+00,-2.328850072e-02,8.503523007e+02,5.150881782e+02,2.253565611e-06,1.325626830e-07,9.598457942e-01
YKL140W,23,B,19,119,1.000000000e+00,8.116051431e-04,3.542656743e+02,1.584749837e+02,5.980482276e-08,5.980482276e-09,9.726243677e-01
YKL140W,23,B,19,119,1.000000000e+00,-2.640896532e-02,8.094995712e+02,4.894109498e+02,1.966449616e-06,1.229031010e-07,9.554998701e-01
YEL017W,15,A,95,95,2.000000000e+00,-1.381137303e-02,1.382052850e+03,6.556848727e+02,1.363122761e-06,3.684115570e-08,9.903469349e-01
YDR368W,14,A,52,52,2.000000000e+00,-2.674172419e-02,1.164147584e+03,4.515692559e+02,1.434292587e-06,3.984146076e-08,9.902760351e-01
YLR024C,24,A,84,84,1.000000000e+00,-2.934879028e-02,9.739185401e+02,6.052244554e+02,2.144180638e-06,1.191211466e-07,9.446058307e-01
YML103C,44,B,42,142,1.000000000e+00,3.624761366e-02,2.877617685e+02,1.136042064e+02,1.935626027e-06,2.150695586e-07,7.732366935e-01
YML103C,44,B,42,142,1.000000000e+00,-1.831525119e-02,1.034907812e+03,7.080430634e+02,1.963309091e-06,1.227068182e-07,9.511434338e-01
YGR049W,19,A,38,38,1.000000000e+00,-2.510131869e-02,8.749416147e+02,5.424666695e+02,1.940388476e-06,1.212742797e-07,9.587231275e-01
YKL162C,23,B,36,136,1.000000000e+00,-6.762614065e-03,1.039511007e+03,6.704805635e+02,2.128623656e-06,1.182568698e-07,9.608913337e-01
YIL149C,4,B,13,113,1.000000000e+00,-8.988204847e-03,4.873093613e+02,3.485945029e+02,1.041164616e-07,1.487378023e-08,6.356795098e-01
YIL149C,4,B,13,113,1.000000000e+00,-2.836280842e-03,8.143186070e+02,5.929950721e+02,1.685776607e-06,1.532524188e-07,9.590793481e-01
YER075C,17,A,1,1,1.000000000e+00,-1.492181311e-02,8.555268731e+02,5.376239774e+02,2.440708433e-06,1.525442771e-07,9.446811576e-01
YBL029W,7,A,24,24,1.000000000e+00,-7.844783347e-04,1.033381174e+03,6.889618420e+02,2.034387678e-06,1.196698634e-07,9.607308869e-01
YBL029W,7,A,24,24,1.000000000e+00,7.875859392e-03,2.160069269e+03,2.086574564e+03,7.752539027e-08,1.938134757e-08,-inf
YMR016C,28,A,53,53,1.000000000e+00,2.291982137e-02,3.812351404e+02,1.948233511e+02,3.524823946e-07,3.524823946e-08,9.522947458e-01
YMR016C,28,A,53,53,2.000000000e+00,-9.222579020e-03,1.364422469e+03,6.794349697e+02,2.335659535e-06,6.673312956e-08,9.808151901e-01
YMR267W,29,A,82,82,2.000000000e+00,-1.117689952e-02,1.333670866e+03,6.350741198e+02,1.572145115e-06,4.491843185e-08,9.831286373e-01
YPL005W,38,B,61,161,2.000000000e+00,-1.356498418e-02,1.488578870e+03,6.785221826e+02,1.019252391e-06,2.485981441e-08,9.849099084e-01
YBR271W,40,A,4,4,2.000000000e+00,-1.665597015e-02,1.267624653e+03,5.504679834e+02,1.137543044e-06,3.159841790e-08,9.920229564e-01
YDR426C,14,A,97,97,1.000000000e+00,9.261435880e-03,4.176985520e+02,3.008873650e+02,6.694322548e-08,1.338864510e-08,5.263683010e-01
YDR426C,14,A,97,97,2.000000000e+00,-1.993490329e-02,1.260792987e+03,5.563658410e+02,1.142724784e-06,3.174235511e-08,9.917936771e-01
YNL091W,49,B,32,132,2.000000000e+00,-1.894121775e-02,1.384091370e+03,6.543866131e+02,1.556964272e-06,4.208011547e-08,9.872775006e-01
YIR019C,5,B,78,178,2.000000000e+00,-3.199840280e-03,1.303684131e+03,5.842004559e+02,9.815855434e-07,2.726626509e-08,9.920573299e-01
YCR098C,5,B,45,145,2.000000000e+00,1.955931057e-02,1.451315637e+03,6.363989357e+02,9.065392986e-07,2.211071460e-08,9.943932456e-01
YHR092C,6,B,22,122,2.000000000e+00,-3.859995839e-02,1.349817293e+03,6.822479838e+02,1.938231360e-06,5.873428362e-08,9.833257474e-01
YNL270C,30,B,69,169,1.000000000e+00,-2.228199192e-03,4.978768141e+02,3.281439001e+02,9.182486175e-08,1.147810772e-08,8.769796648e-01
YNL270C,30,B,69,169,1.000000000e+00,1.732368437e-03,8.604258889e+02,6.155380818e+02,2.064294614e-06,1.587918934e-07,9.617332041e-01
YER098W,43,A,59,59,2.000000000e+00,-3.328366538e-02,1.335134126e+03,6.232248452e+02,1.903706467e-06,5.439161334e-08,9.861725267e-01
YMR291W,29,B,99,199,1.000000000e+00,-1.389317634e-02,8.085089199e+02,4.679203905e+02,1.883290532e-06,1.107817960e-07,9.606724105e-01
YPL254W,36,B,63,163,1.000000000e+00,-5.903862087e-03,1.135314037e+03,6.978711036e+02,1.939069467e-06,8.813952121e-08,9.631703470e-01
BY4741,45,A,88,88,2.000000000e+00,-1.470160310e-02,1.394302372e+03,6.772497552e+02,8.962379587e-07,2.489549885e-08,9.931900877e-01
YNL055C,50,B,46,146,1.000000000e+00,2.883153498e-02,2.626421478e+02,8.416834000e+01,1.320515931e-06,1.467239924e-07,8.084810696e-01
YNL055C,50,B,46,146,1.000000000e+00,-1.145708199e-02,1.257963763e+03,7.800508549e+02,1.211637686e-06,5.267989938e-08,9.635850842e-01
YOL041C,36,B,4,104,1.000000000e+00,4.858940306e-03,5.130688461e+02,3.040165366e+02,1.718406755e-07,1.718406755e-08,8.861843570e-01
YOL041C,36,B,4,104,1.000000000e+00,-2.863906464e-02,9.688483679e+02,6.389289815e+02,2.597441427e-06,1.527906722e-07,9.338712433e-01
YLR087C,25,A,24,24,1.000000000e+00,8.900075301e-03,3.984211506e+02,2.209191685e+02,2.606692802e-07,3.258366002e-08,8.973499622e-01
YLR087C,25,A,24,24,1.000000000e+00,-8.715991771e-02,8.662015090e+02,5.054929721e+02,6.358372788e-06,3.532429327e-07,8.390415873e-01
YLR334C,45,A,51,51,1.000000000e+00,-2.183723344e-02,1.009992043e+03,6.549892242e+02,2.719998333e-06,1.511110185e-07,9.460641067e-01
YDL202W,11,B,39,139,2.000000000e+00,-1.329070644e-02,1.401394974e+03,6.561986829e+02,1.136806520e-06,2.991596106e-08,9.919277070e-01
YNR057C,41,B,73,173,1.000000000e+00,5.694713790e-03,4.097046252e+02,3.177033187e+02,3.344263039e-08,6.688526078e-09,8.076475293e-01
YNR057C,41,B,73,173,1.000000000e+00,-1.393271950e-02,8.315162749e+02,5.387371656e+02,1.380415961e-06,9.202773077e-08,9.656826040e-01
YPL207W,36,A,96,96,1.000000000e+00,2.268464647e-03,3.683095730e+02,2.058994826e+02,2.477515308e-07,3.096894135e-08,7.887963585e-01
YPL207W,36,A,96,96,1.000000000e+00,-2.535360973e-02,8.509764381e+02,5.166826752e+02,2.272362860e-06,1.336684035e-07,9.465459389e-01
YDL189W,51,B,24,124,2.000000000e+00,6.827466284e-03,5.217606807e+02,1.827011804e+02,5.117590866e-07,3.010347568e-08,9.624212010e-01
YDL189W,51,B,24,124,2.000000000e+00,3.855188729e-02,1.184033995e+03,6.242386868e+02,1.993314997e-06,7.118982131e-08,9.747017107e-01
YFR041C,5,B,61,161,2.000000000e+00,-2.836190167e-02,1.257677996e+03,6.059788942e+02,1.313598741e-06,4.104996066e-08,9.885123277e-01
YHL016C,51,B,15,115,1.000000000e+00,3.425072050e-02,3.392170179e+02,1.784745907e+02,9.607299510e-07,1.200912439e-07,8.271605029e-01
YHL016C,51,B,15,115,1.000000000e+00,-3.598026711e-02,1.062076142e+03,7.261540134e+02,2.774067654e-06,1.631804502e-07,9.335646018e-01
YER142C,42,A,18,18,2.000000000e+00,4.628962720e-03,1.316412226e+03,6.376626024e+02,9.438474464e-07,2.776021901e-08,9.928950752e-01
YDL085W,10,A,49,49,2.000000000e+00,-1.825077131e-02,1.305549957e+03,5.613208362e+02,1.065565351e-06,2.879906355e-08,9.929482609e-01
YCL069W,2,A,21,21,1.000000000e+00,5.315956775e-03,4.082696745e+02,2.824148217e+02,6.103418698e-08,1.017236450e-08,-6.303776481e-02
YCL069W,2,A,21,21,2.000000000e+00,-1.337072873e-02,1.211159200e+03,5.440393127e+02,8.863694754e-07,2.685968107e-08,9.927780447e-01
YAL036C,1,B,25,125,2.000000000e+00,-1.587865154e-02,1.278854655e+03,5.521924718e+02,1.319322455e-06,3.664784597e-08,9.911695967e-01
YNR001C,32,A,25,25,1.000000000e+00,-2.535516512e-02,8.528200785e+02,5.141507069e+02,1.970709259e-06,1.159240741e-07,9.473137888e-01
YGR102C,19,B,72,172,1.000000000e+00,-3.079982473e-02,1.090741902e+03,6.951737647e+02,1.353837611e-06,6.769188057e-08,9.577834081e-01
YDL160C,11,B,3,103,1.000000000e+00,-9.479352217e-03,1.332422024e+03,9.046374641e+02,1.660017072e-06,7.904843199e-08,9.419824641e-01
BY4741,19,A,71,71,1.000000000e+00,-3.565227849e-02,8.615662098e+02,5.455408885e+02,2.443433582e-06,1.527145989e-07,9.503360924e-01
YBL011W,7,A,11,11,1.000000000e+00,-2.978674510e-02,9.836556992e+02,6.529471078e+02,2.452462071e-06,1.442624748e-07,9.537919579e-01
YDR495C,15,A,48,48,1.000000000e+00,-2.584246647e-02,1.203453369e+03,9.102850444e+02,8.764871769e-07,5.843247846e-08,9.560544954e-01
YML048W-A,28,B,10,110,2.000000000e+00,-1.318238512e-02,1.171426539e+03,5.036269704e+02,7.660137425e-07,2.321253765e-08,9.937829759e-01
BY4741,42,B,5,105,2.000000000e+00,-2.236683887e-02,1.312658980e+03,4.977188125e+02,1.123353415e-06,2.739886377e-08,9.921199359e-01
YJL073W,21,A,55,55,2.000000000e+00,-2.100761376e-03,1.245830065e+03,5.759092553e+02,1.436510295e-06,4.225030280e-08,9.892674305e-01
BY4741,16,B,5,105,1.000000000e+00,-2.324097980e-02,8.686484754e+02,5.317002783e+02,2.300957277e-06,1.353504280e-07,9.553211128e-01
YDL199C,11,A,36,36,2.000000000e+00,-2.226514426e-02,1.445600573e+03,6.000630292e+02,1.452074082e-06,3.457319243e-08,9.899940915e-01
YCL012W,1,B,82,182,1.000000000e+00,-1.706639027e-02,9.014818320e+02,4.802346678e+02,2.558837189e-06,1.218493899e-07,9.611008678e-01
YCL012W,1,B,82,182,1.000000000e+00,-8.246369046e-03,2.800000000e+03,2.675933028e+03,3.689211123e-07,5.270301604e-08,6.272386668e-01
YKL150W,23,A,26,26,1.000000000e+00,-2.261130625e-02,9.048827336e+02,5.744067862e+02,2.336683278e-06,1.374519575e-07,9.539600928e-01
YEL065W,16,B,36,136,1.000000000e+00,-2.117575489e-02,8.898235437e+02,5.587124427e+02,2.809703791e-06,1.652766936e-07,9.472157445e-01
YHL009C,51,B,16,116,1.000000000e+00,2.828403551e-02,3.528135872e+02,2.013127780e+02,6.987370040e-07,9.981957200e-08,8.275302868e-01
YHL009C,51,B,16,116,1.000000000e+00,-8.877872116e-03,1.048567521e+03,6.898900481e+02,2.322093001e-06,1.290051667e-07,9.552011237e-01
YEL045C,16,B,17,117,1.000000000e+00,-7.954281827e-03,1.962140951e+02,1.085420782e+02,6.970641060e-08,1.742660265e-08,-1.209895230e-01
YEL045C,16,B,17,117,1.000000000e+00,2.265146036e-02,5.846010487e+02,2.305723959e+02,4.552281951e-07,2.529045528e-08,8.723644732e-01
YEL045C,16,B,17,117,2.000000000e+00,1.018836490e-02,2.108092273e+03,1.236010655e+03,1.829456414e-07,4.157855486e-09,9.933271380e-01
YNL224C,31,B,1,101,1.000000000e+00,7.565944258e-04,3.355332085e+02,1.402957969e+02,5.067352095e-07,5.630391217e-08,-7.115184480e-01
YNL224C,31,B,1,101,1.000000000e+00,-3.040395834e-02,7.641306671e+02,4.540242915e+02,2.425852759e-06,1.516157975e-07,9.503192669e-01
YNL098C,31,B,76,176,1.000000000e+00,-6.072862356e-03,3.046900044e+02,1.236053921e+02,1.238441556e-07,1.376046173e-08,5.269244880e-01
YNL098C,31,B,76,176,1.000000000e+00,-3.341013492e-02,7.203703883e+02,4.224443416e+02,2.472202952e-06,1.648135301e-07,9.508812862e-01
YMR139W,45,B,74,174,1.000000000e+00,-1.666113716e-02,9.377149781e+02,6.148277071e+02,1.679877220e-06,1.049923263e-07,9.611655458e-01
YIL096C,3,B,70,170,2.000000000e+00,-2.397634177e-02,1.247240244e+03,5.446115897e+02,1.031129271e-06,2.946083632e-08,9.919885454e-01
YBL028C,7,B,23,123,1.000000000e+00,4.098092639e-02,2.815907431e+02,8.416834000e+01,2.829299293e-06,2.829299293e-07,6.820321536e-01
YBL028C,7,B,23,123,2.000000000e+00,-1.951259209e-02,1.397564795e+03,6.739912190e+02,1.914945756e-06,5.319293766e-08,9.870133485e-01
YPR022C,48,A,51,51,1.000000000e+00,-3.970162839e-02,9.119376207e+02,5.306675162e+02,3.470391869e-06,1.826522036e-07,9.395087862e-01
YPL226W,36,A,82,82,1.000000000e+00,1.276229953e-02,3.921934802e+02,8.416834000e+01,2.943511239e-07,1.962340826e-08,9.675143844e-01
YPL226W,36,A,82,82,1.000000000e+00,-2.242087777e-02,1.079480455e+03,7.408894918e+02,9.623438582e-07,6.014649114e-08,9.693427108e-01
YDR249C,13,A,60,60,1.000000000e+00,-2.207439256e-03,3.716631754e+02,1.304604831e+02,3.838097045e-06,3.198414205e-07,3.221375733e-01
YDR249C,13,A,60,60,1.000000000e+00,-1.185751231e-02,8.670229892e+02,5.182064029e+02,1.924029199e-06,1.068905111e-07,9.617672817e-01
YPL111W,37,A,73,73,1.000000000e+00,3.433151730e-03,3.670505450e+02,1.916005688e+02,7.742339772e-08,8.602599747e-09,9.116562987e-01
YPL111W,37,A,73,73,1.000000000e+00,-2.124251245e-02,8.561383082e+02,5.098086198e+02,1.296894583e-06,7.628791665e-08,9.698283375e-01
YGL196W,18,B,50,150,1.000000000e+00,4.475571031e-03,3.222885126e+02,1.342395830e+02,2.632126500e-07,2.632126500e-08,4.366504823e-01
YGL196W,18,B,50,150,1.000000000e+00,2.428047057e-02,8.905469615e+02,5.000205906e+02,3.019516901e-06,1.589219422e-07,9.375975393e-01
YKR067W,40,A,95,95,1.000000000e+00,1.720837853e-02,4.670093390e+02,3.331562500e+02,2.350740064e-07,3.358200091e-08,4.744005886e-01
YKR067W,40,A,95,95,1.000000000e+00,-1.888649759e-02,9.370788463e+02,6.084394183e+02,1.223048828e-06,7.644055174e-08,9.706821530e-01
YPR057W,38,A,99,99,1.000000000e+00,4.291528416e-03,4.227715581e+02,2.857165602e+02,2.776899809e-08,3.966999727e-09,6.674185118e-01
YPR057W,38,A,99,99,2.000000000e+00,-1.668437257e-02,1.331229536e+03,5.833176779e+02,7.669564382e-07,2.072855238e-08,9.919036849e-01
BY4741,33,B,5,105,2.000000000e+00,-2.005782931e-02,1.227623036e+03,4.805434999e+02,7.699654142e-07,2.080987606e-08,9.939161957e-01
YOR384W,35,A,68,68,2.000000000e+00,1.161190840e-03,1.370291650e+03,6.169827021e+02,1.415935121e-06,3.726145054e-08,9.903836858e-01
YGL213C,18,B,63,163,1.000000000e+00,-2.794016459e-02,8.607301979e+02,5.369707559e+02,2.710697817e-06,1.594528128e-07,9.430175375e-01
YMR018W,28,B,55,155,2.000000000e+00,-3.446473482e-02,1.172942213e+03,5.228549382e+02,1.685254924e-06,5.266421639e-08,9.870708367e-01
YGL164C,18,B,34,134,1.000000000e+00,-2.274332867e-02,8.295623969e+02,4.778756086e+02,2.382892485e-06,1.323829158e-07,9.603445003e-01
YDR377W,14,B,59,159,1.000000000e+00,-3.004734476e-02,9.655994108e+02,5.829401354e+02,2.313451592e-06,1.217606101e-07,9.418016192e-01
YEL005C,15,A,83,83,1.000000000e+00,-2.427320632e-02,9.171762192e+02,5.808590740e+02,1.618459572e-06,1.011537232e-07,9.624616060e-01
YMR127C,44,B,94,194,1.000000000e+00,-2.967070300e-02,8.871951137e+02,5.683215793e+02,1.814176887e-06,1.133860554e-07,9.598290650e-01
YJR134C,46,B,45,145,2.000000000e+00,-3.947031001e-03,1.247177654e+03,5.703606753e+02,1.094543915e-06,3.219246808e-08,9.908547762e-01
YER139C,42,A,15,15,1.000000000e+00,-1.168119738e-02,1.015812492e+03,6.078941610e+02,2.096761179e-06,1.048380590e-07,9.542487107e-01
YLR148W,25,A,70,70,1.000000000e+00,-5.192729976e-03,5.472961206e+02,2.558108613e+02,2.231704563e-07,1.487803042e-08,9.648632123e-01
YLR148W,25,A,70,70,1.000000000e+00,-1.458605649e-02,1.403386179e+03,1.073076510e+03,1.038702305e-06,6.110013557e-08,9.483269197e-01
YOR005C,32,B,66,166,2.000000000e+00,-3.444752407e-02,1.169307717e+03,4.643455907e+02,1.235133654e-06,3.528953298e-08,9.898829693e-01
YOR107W,33,B,57,157,1.000000000e+00,-2.386035268e-02,8.576449964e+02,5.230054592e+02,1.500205696e-06,9.376285603e-08,9.671707655e-01
YKL214C,23,A,69,69,1.000000000e+00,-1.948092132e-02,9.326008475e+02,5.931202883e+02,2.361873727e-06,1.389337487e-07,9.524711942e-01
YOL058W,36,A,23,23,2.000000000e+00,2.276920225e-02,5.833721097e+02,1.525021966e+02,8.222340355e-07,3.737427434e-08,9.688535454e-01
YOL058W,36,A,23,23,1.000000000e+00,-2.770717784e-02,1.062885845e+03,7.341928800e+02,1.938105425e-06,1.140062015e-07,9.539378643e-01
YMR010W,28,A,48,48,2.000000000e+00,-4.083968785e-03,1.268050035e+03,5.695737728e+02,1.036038634e-06,2.960110382e-08,9.922445431e-01
YOL080C,36,B,40,140,1.000000000e+00,2.482985400e-03,4.032015927e+02,2.525913007e+02,1.533442857e-07,1.916803571e-08,7.018067288e-01
YOL080C,36,B,40,140,1.000000000e+00,-3.176907787e-02,8.683417125e+02,5.438741142e+02,1.971520690e-06,1.232200431e-07,9.519031917e-01
YER185W,42,B,51,151,1.000000000e+00,-1.651066900e-02,8.562161272e+02,5.274660437e+02,1.261437545e-06,7.883984655e-08,9.719184746e-01
YDL227C,11,B,56,156,1.000000000e+00,-1.942410809e-02,8.996011858e+02,5.654225742e+02,1.701348721e-06,1.063342951e-07,9.585413232e-01
YCL074W,45,B,97,197,1.000000000e+00,-3.767854892e-02,9.033305444e+02,5.694317935e+02,2.220190165e-06,1.305994215e-07,9.514677846e-01
YKL105C,22,B,90,190,2.000000000e+00,7.664898800e-04,1.234607267e+03,5.144195210e+02,1.615815884e-06,4.488377456e-08,9.898946909e-01
YJR095W,46,A,21,21,2.000000000e+00,-3.218057138e-03,1.217157067e+03,5.769599882e+02,9.861876663e-07,3.081836457e-08,9.908802430e-01
YOR376W,35,B,60,160,1.000000000e+00,-3.931034501e-02,4.465920626e+02,1.902049304e+02,1.298169075e-06,9.985915961e-08,9.048330697e-01
YOR376W,35,B,60,160,2.000000000e+00,-2.670659955e-02,1.437451444e+03,7.689107249e+02,8.141102132e-07,2.467000646e-08,9.876878488e-01
YOR222W,34,A,49,49,2.000000000e+00,-2.347876722e-02,1.209443706e+03,4.742905025e+02,1.517359509e-06,4.100971647e-08,9.914413281e-01
YHL046C,4,B,45,145,1.000000000e+00,-3.818660307e-03,7.750329509e+02,5.952007651e+02,5.487627963e-06,6.097364403e-07,8.776080214e-01
YKL020C,22,B,25,125,2.000000000e+00,-2.095223131e-02,1.172661173e+03,4.866438617e+02,1.575351688e-06,4.633387318e-08,9.891289053e-01
YBR144C,8,A,93,93,1.000000000e+00,2.255103058e-02,5.326290880e+02,2.827937458e+02,4.708546204e-07,3.923788504e-08,9.377657628e-01
YBR144C,8,A,93,93,1.000000000e+00,-3.265174002e-02,1.085639181e+03,7.526082771e+02,2.587984245e-06,1.522343674e-07,9.303326293e-01
YLR331C,27,B,11,111,1.000000000e+00,1.206427961e-02,3.656376706e+02,2.796031213e+02,1.043297702e-07,2.086595405e-08,-1.300407102e+00
YLR331C,27,B,11,111,1.000000000e+00,-1.746786106e-02,8.456385607e+02,5.156441508e+02,2.411916405e-06,1.418774356e-07,9.569995733e-01
YLR331C,27,B,11,111,1.000000000e+00,-4.990574427e-03,2.798006255e+03,2.691038200e+03,1.238242563e-07,2.476485125e-08,4.576934552e-01
YGL256W,18,B,98,198,1.000000000e+00,1.042726171e-02,3.079739930e+02,1.582581926e+02,2.196994902e-07,2.746243627e-08,8.377602804e-01
YGL256W,18,B,98,198,1.000000000e+00,-2.847034607e-02,7.732574761e+02,4.482033133e+02,1.766307705e-06,1.103942316e-07,9.613589262e-01
YKR014C,23,A,85,85,1.000000000e+00,-7.253255689e-03,4.690607348e+02,3.197984111e+02,4.979071602e-08,6.223839502e-09,8.129666122e-01
YKR014C,23,A,85,85,1.000000000e+00,-5.946966978e-03,7.836080835e+02,5.662672555e+02,9.714835519e-07,8.831668653e-08,9.776839387e-01
YOR271C,50,A,19,19,2.000000000e+00,-2.288596005e-02,1.272957703e+03,5.623524714e+02,1.230212138e-06,3.514891822e-08,9.890546506e-01
YEL004W,15,A,82,82,1.000000000e+00,-3.581633243e-02,8.824192134e+02,5.438730521e+02,2.544847620e-06,1.496969188e-07,9.525561593e-01
YPL071C,38,B,8,108,1.000000000e+00,-3.380209830e-02,8.009749159e+02,4.931403711e+02,2.447614549e-06,1.529759093e-07,9.432012725e-01
YMR036C,28,A,73,73,2.000000000e+00,-1.823204182e-02,1.218637220e+03,5.412348372e+02,1.225681473e-06,3.714186282e-08,9.901515539e-01
YMR121C,44,A,87,87,1.000000000e+00,7.701036788e-03,4.615662333e+02,3.693579524e+02,6.562221566e-08,1.312444313e-08,5.952741851e-01
YMR121C,44,A,87,87,2.000000000e+00,-8.859940359e-03,1.344346208e+03,6.042673567e+02,1.296287433e-06,3.503479549e-08,9.899867493e-01
YJR129C,22,A,3,3,1.000000000e+00,-2.851144171e-02,8.660395433e+02,5.205979626e+02,2.252181929e-06,1.324812899e-07,9.579305188e-01
YDR055W,12,A,9,9,1.000000000e+00,2.448195614e-02,4.710128796e+02,2.605185319e+02,6.205311829e-07,6.205311829e-08,9.085895098e-01
YDR055W,12,A,9,9,1.000000000e+00,-1.602978699e-02,1.074951839e+03,7.366773207e+02,2.081237133e-06,1.224257137e-07,9.564469522e-01
YHR159W,6,B,74,174,1.000000000e+00,2.396774454e-03,9.313053577e+02,6.562637451e+02,1.756455919e-06,1.254611371e-07,9.564970467e-01
YMR157C,28,B,94,194,1.000000000e+00,-1.636629624e-02,8.997238398e+02,5.577500833e+02,1.341307698e-06,7.890045282e-08,9.720409271e-01
YDR004W,11,B,74,174,2.000000000e+00,-1.320875623e-02,1.354577085e+03,5.898823994e+02,1.134301555e-06,2.985004093e-08,9.909871641e-01
YBL046W,7,A,37,37,1.000000000e+00,-2.368226188e-02,9.361170178e+02,6.025511927e+02,2.118188320e-06,1.323867700e-07,9.575213489e-01
YMR221C,29,A,42,42,1.000000000e+00,8.699316844e-03,3.108580658e+02,2.282740597e+02,1.325435221e-07,3.313588051e-08,-1.321448137e+00
