genotype,run_no,plate_no,well_no,file_column,no_segments,sum_area_gap_fd,t_end,t_start,tphase_residuals_fd,tphase_residuals_fd_normalized,tphase_rsquared_fd
YLL056C,24,B,60,160,1.000000000e+00,-2.344293655e-02,9.168517191e+02,6.051333363e+02,1.520633670e-06,1.013755780e-07,9.573528875e-01
YML073C,50,A,41,41,3.000000000e+00,-1.374974457e-03,6.319687332e+02,2.482602701e+02,1.151714670e-06,6.061656160e-08,9.811250262e-01
YML073C,50,A,41,41,2.000000000e+00,-3.696010268e-02,1.345920018e+03,7.020674317e+02,2.123531641e-06,6.636036377e-08,9.843872478e-01
YDR107C,12,B,49,149,1.000000000e+00,3.352458516e-02,5.503099018e+02,2.096787956e+02,1.393439745e-06,8.196704384e-08,9.526270524e-01
YDR107C,12,B,49,149,2.000000000e+00,-9.864335375e-03,1.473376447e+03,8.042124685e+02,8.854749517e-07,2.683257429e-08,9.914359314e-01
YOR167C,34,B,6,106,1.000000000e+00,4.567411426e-03,4.093667133e+02,2.856264910e+02,3.173275196e-08,5.288791993e-09,8.168599805e-01
YOR167C,34,B,6,106,1.000000000e+00,-1.405662913e-02,8.799973330e+02,5.526922878e+02,1.576091307e-06,9.850570666e-08,9.605015394e-01
YKL055C,22,B,49,149,2.000000000e+00,-1.672155415e-02,1.361359620e+03,6.281552096e+02,1.165865578e-06,3.150988050e-08,9.908373639e-01
YKR047W,24,A,4,4,2.000000000e+00,-2.484469669e-02,1.299590449e+03,6.168900267e+02,1.454079836e-06,4.276705401e-08,9.855539663e-01
YDR291W,13,A,98,98,1.000000000e+00,-3.668578697e-03,8.599096732e+02,6.110178586e+02,8.941122511e-07,7.450935426e-08,9.690347821e-01
BY4741,26,A,27,27,1.000000000e+00,-2.549817156e-02,8.889485144e+02,5.446338964e+02,2.097596078e-06,1.233880046e-07,9.570917658e-01
YML048W,28,B,9,109,1.000000000e+00,-1.442805254e-02,9.157755579e+02,5.634495085e+02,1.931232072e-06,1.136018866e-07,9.576599093e-01
YDR077W,12,B,25,125,1.000000000e+00,2.113654902e-02,5.146925085e+02,2.000092559e+02,1.060159592e-06,7.067730614e-08,9.597220567e-01
YDR077W,12,B,25,125,2.000000000e+00,-2.144801813e-02,1.501510522e+03,8.288986983e+02,1.008762769e-06,2.966949320e-08,9.916669332e-01
YIR036C,5,B,93,193,1.000000000e+00,-2.718866312e-02,8.799402799e+02,5.474620587e+02,1.568484704e-06,9.803029397e-08,9.637234961e-01
YJL021C,46,B,75,175,2.000000000e+00,-2.131655843e-02,1.262937252e+03,5.973945405e+02,1.555543806e-06,4.575128841e-08,9.857283222e-01
YBR280C,48,A,78,78,2.000000000e+00,-2.612919950e-03,1.362491848e+03,6.048927781e+02,9.180204030e-07,2.415843166e-08,9.933031804e-01
YBR012C,7,B,100,200,1.000000000e+00,-5.081870388e-02,4.796056669e+02,1.243949993e+02,3.526402936e-06,2.074354669e-07,8.899174669e-01
YBR012C,7,B,100,200,2.000000000e+00,-1.253703558e-02,1.131316060e+03,5.204743024e+02,2.761681730e-06,9.205605768e-08,9.763260969e-01
YMR193W,29,A,23,23,2.000000000e+00,2.413800849e-02,1.338793197e+03,5.556459632e+02,1.203471935e-06,3.085825475e-08,9.869798156e-01
BY4741,29,A,5,5,2.000000000e+00,-2.774812079e-02,1.116475116e+03,4.276694901e+02,1.294787162e-06,3.808197534e-08,9.901193824e-01
YDR123C,12,B,63,163,1.000000000e+00,3.361775216e-02,4.835181008e+02,2.554795007e+02,1.001345303e-06,8.344544194e-08,8.461565783e-01
YDR123C,12,B,63,163,2.000000000e+00,-2.240910232e-02,1.416653105e+03,7.888345876e+02,1.213325580e-06,3.913953483e-08,9.884759211e-01
YDR046C,12,B,4,104,1.000000000e+00,2.729375746e-02,4.895235929e+02,2.678615351e+02,6.948092750e-07,6.316447955e-08,9.259919611e-01
YDR046C,12,B,4,104,2.000000000e+00,-2.063301093e-02,1.403027850e+03,7.344821541e+02,1.339710133e-06,3.940323921e-08,9.897426095e-01
YNL094W,31,B,77,177,1.000000000e+00,-1.831828575e-02,8.192299861e+02,4.860021516e+02,1.462298828e-06,9.139367674e-08,9.658979242e-01
YJL020C,46,A,74,74,2.000000000e+00,-3.319654443e-03,1.242512670e+03,5.546465722e+02,1.182847126e-06,3.379563218e-08,9.898794757e-01
YPL183W-A,50,A,64,64,1.000000000e+00,1.031060953e-03,3.975811421e+02,3.114769120e+02,8.677574117e-09,2.169393529e-09,5.143433818e-01
YPL183W-A,50,A,64,64,1.000000000e+00,-1.334871036e-02,8.535924245e+02,5.399976691e+02,1.776071144e-06,1.110044465e-07,9.659208389e-01
YGR141W,19,A,99,99,1.000000000e+00,1.059541922e-02,3.960904373e+02,2.845946154e+02,8.227202276e-08,1.645440455e-08,-4.754501602e-01
YGR141W,19,A,99,99,1.000000000e+00,-2.409374540e-02,8.498165306e+02,5.329240027e+02,2.190598912e-06,1.369124320e-07,9.544850349e-01
YCR020C,2,B,39,139,2.000000000e+00,-4.928588470e-03,1.290242591e+03,5.470899110e+02,1.081909809e-06,2.924080565e-08,9.915797326e-01
YML099C,44,B,36,136,1.000000000e+00,-2.064684202e-02,9.058848035e+02,5.945424173e+02,2.932863419e-06,1.833039637e-07,9.368971753e-01
YDR452W,15,A,17,17,1.000000000e+00,-2.431801657e-02,8.939925239e+02,5.466458401e+02,1.813694504e-06,1.066879120e-07,9.651024616e-01
YJL185C,20,A,81,81,1.000000000e+00,7.534194981e-03,3.510069036e+02,1.674147133e+02,9.595193251e-08,1.066132583e-08,9.295887613e-01
YJL185C,20,A,81,81,1.000000000e+00,-5.146638988e-02,9.091746383e+02,5.038182820e+02,2.563787815e-06,1.281893907e-07,9.506731850e-01
YFR032C,5,A,53,53,1.000000000e+00,-1.984302251e-02,9.744381515e+02,6.162542625e+02,2.068340286e-06,1.149077937e-07,9.626694300e-01
YER064C,43,A,48,48,1.000000000e+00,-2.848067352e-02,9.654400683e+02,6.270834540e+02,2.573564112e-06,1.513861242e-07,9.525047724e-01
YLR171W,25,A,82,82,1.000000000e+00,9.914670485e-03,3.691576960e+02,2.483128033e+02,7.740459550e-08,1.290076592e-08,-1.621128171e-01
YLR171W,25,A,82,82,1.000000000e+00,-2.286890317e-02,8.552892288e+02,5.161785982e+02,2.084064614e-06,1.225920361e-07,9.575285693e-01
YER044C-A,16,B,67,167,1.000000000e+00,-1.908990843e-02,9.125585334e+02,5.774412483e+02,2.383812282e-06,1.402242519e-07,9.525927500e-01
YGR105W,19,A,74,74,1.000000000e+00,-2.052328154e-02,8.277265252e+02,4.984314084e+02,1.972915067e-06,1.160538275e-07,9.667201668e-01
YLR112W,25,A,43,43,1.000000000e+00,-5.687941195e-02,9.601750546e+02,5.856916478e+02,3.797681961e-06,1.998779979e-07,9.236822337e-01
YNL003C,31,A,91,91,1.000000000e+00,7.595029609e-03,4.851987359e+02,2.583748050e+02,5.607621061e-07,4.673017551e-08,6.850191285e-01
YNL003C,31,A,91,91,2.000000000e+00,-4.970548082e-02,1.261541452e+03,5.540653616e+02,1.184175109e-06,3.289375302e-08,9.902502870e-01
YFL014W,48,B,10,110,1.000000000e+00,-1.851054016e-02,9.371428525e+02,6.112942232e+02,1.766722532e-06,1.104201582e-07,9.508097454e-01
YDL002C,9,A,86,86,1.000000000e+00,-9.242548267e-03,5.950044517e+02,3.366293764e+02,8.978940720e-08,6.906877477e-09,9.563224538e-01
YDL002C,9,A,86,86,1.000000000e+00,-2.615794301e-02,9.885834471e+02,6.857367030e+02,1.063799915e-06,7.091999432e-08,9.615102812e-01
YEL001C,15,B,80,180,1.000000000e+00,1.728160855e-02,3.948403933e+02,2.697735776e+02,1.856307242e-07,3.093845404e-08,6.287447376e-01
YEL001C,15,B,80,180,1.000000000e+00,-2.632032580e-02,8.504513647e+02,5.336943190e+02,1.935824984e-06,1.209890615e-07,9.578542100e-01
YOL042W,36,B,6,106,1.000000000e+00,1.711738231e-03,4.269869039e+02,1.580913087e+02,4.613629829e-08,3.295449878e-09,9.940029978e-01
YOL042W,36,B,6,106,1.000000000e+00,-4.519325336e-02,9.571192928e+02,5.667538951e+02,2.493605942e-06,1.312424180e-07,9.389115606e-01
YNL082W,49,B,26,126,1.000000000e+00,1.703998416e-02,4.551369869e+02,2.461710511e+02,1.903634410e-07,1.903634410e-08,9.742354182e-01
YNL082W,49,B,26,126,2.000000000e+00,-2.433331981e-02,1.538338970e+03,6.982283071e+02,8.913907301e-07,2.122358881e-08,9.934944493e-01
YPL017C,50,B,29,129,2.000000000e+00,-2.416722182e-02,1.295798910e+03,5.682140863e+02,1.586833625e-06,4.407871182e-08,9.866675006e-01
YCR021C,2,B,41,141,1.000000000e+00,-5.524130084e-03,4.142147121e+02,2.028069753e+02,3.215781790e-07,3.215781790e-08,8.842585021e-01
YCR021C,2,B,41,141,2.000000000e+00,-1.307246235e-02,1.277161118e+03,5.598794923e+02,1.526208625e-06,4.239468404e-08,9.892992730e-01
YDR005C,11,A,75,75,1.000000000e+00,5.187078447e-03,5.397420124e+02,4.294432436e+02,2.174153198e-08,4.348306396e-09,8.071525343e-01
YDR005C,11,A,75,75,2.000000000e+00,-2.053478569e-02,1.407360026e+03,6.963020770e+02,1.287415356e-06,3.576153766e-08,9.905388400e-01
YGR141W,19,B,99,199,1.000000000e+00,-2.311251538e-02,8.688158353e+02,5.439763431e+02,1.807395170e-06,1.129621981e-07,9.598567224e-01
YPR191W,39,A,92,92,1.000000000e+00,-4.097595320e-02,8.630409422e+02,5.050184377e+02,3.575792101e-06,1.986551167e-07,9.229301438e-01
YAR044W,1,B,70,170,2.000000000e+00,-1.634757531e-02,1.164376249e+03,5.549776071e+02,1.639480124e-06,5.288645561e-08,9.876726368e-01
YHL030W,4,B,60,160,1.000000000e+00,2.759130750e-02,4.267942198e+02,3.166474684e+02,5.026743250e-07,8.377905416e-08,-1.511279039e+00
YHL030W,4,B,60,160,2.000000000e+00,-1.993524738e-02,1.230010701e+03,5.724744969e+02,1.362813556e-06,4.129738049e-08,9.884190094e-01
YBR043C,8,B,29,129,1.000000000e+00,6.564527180e-03,4.076400757e+02,2.672453813e+02,2.289632109e-07,3.270903013e-08,9.367744015e-01
YBR043C,8,B,29,129,2.000000000e+00,-1.997102370e-03,1.506281562e+03,8.165708973e+02,1.138742412e-06,3.253549748e-08,9.907362293e-01
YNL073W,49,B,20,120,2.000000000e+00,5.411734350e-02,1.610151678e+03,7.157296524e+02,1.196059431e-06,2.657909848e-08,9.852957493e-01
YGR084C,19,A,63,63,2.000000000e+00,4.505027348e-02,1.234723538e+03,5.201413082e+02,9.672434393e-07,2.763552684e-08,9.917103608e-01
BY4741,35,B,27,127,1.000000000e+00,-3.761771494e-02,9.975147913e+02,6.278551121e+02,3.141805810e-06,1.745447672e-07,9.269929627e-01
YIR044C,49,A,98,98,1.000000000e+00,7.338043869e-05,8.933670456e+02,5.892311210e+02,3.831113524e-06,2.554075683e-07,9.245436669e-01
YCR046C,48,A,90,90,1.000000000e+00,3.403051969e-02,2.893670675e+02,1.230273381e+02,5.843228040e-07,7.304035050e-08,7.821195988e-01
YCR046C,48,A,90,90,3.000000000e+00,5.577789480e-03,1.632536218e+03,4.363621790e+02,6.630373768e-07,1.105062295e-08,9.962044812e-01
BY4741,51,B,88,188,1.000000000e+00,4.528328275e-03,3.305637961e+02,1.351005184e+02,5.530457053e-08,5.530457053e-09,9.753348253e-01
BY4741,51,B,88,188,1.000000000e+00,-3.291932651e-02,7.928890017e+02,4.661826286e+02,1.920566903e-06,1.200354314e-07,9.531406584e-01
YJL073W,21,A,55,55,2.000000000e+00,-2.100781588e-03,1.245830373e+03,5.759091920e+02,1.436509674e-06,4.225028454e-08,9.892674352e-01
YEL049W,16,A,21,21,1.000000000e+00,-3.160736709e-02,8.688025168e+02,5.461528460e+02,2.645475652e-06,1.653422283e-07,9.409404865e-01
YCR079W,5,A,34,34,1.000000000e+00,-2.629629854e-02,9.471706750e+02,6.319144435e+02,2.434412520e-06,1.521507825e-07,9.501293649e-01
YLR217W,26,B,20,120,2.000000000e+00,8.335835875e-03,1.340277005e+03,5.957361611e+02,1.044377803e-06,2.748362639e-08,9.902515546e-01
YHR060W,6,B,7,107,1.000000000e+00,-3.240113027e-02,9.240406466e+02,5.687310329e+02,3.039161926e-06,1.688423292e-07,9.417083128e-01
YHR039C-B,6,A,99,99,1.000000000e+00,-1.848294409e-02,9.587814134e+02,6.031523225e+02,2.109127931e-06,1.240663489e-07,9.572323460e-01
YOL017W,35,A,85,85,1.000000000e+00,6.911653564e-03,4.533578842e+02,3.245623828e+02,5.177364605e-08,8.628941008e-09,5.774176815e-01
YOL017W,35,A,85,85,2.000000000e+00,1.420939070e-04,1.269342480e+03,5.799853601e+02,1.178215241e-06,3.366329260e-08,9.907654790e-01
YBR246W,9,A,68,68,2.000000000e+00,-1.645585618e-02,1.617240317e+03,7.866287900e+02,1.515146641e-06,3.695479613e-08,9.886487785e-01
YNL212W,31,A,10,10,1.000000000e+00,-1.872780572e-02,8.183438413e+02,4.871566470e+02,1.674822877e-06,1.046764298e-07,9.639835494e-01
YOL084W,36,A,44,44,1.000000000e+00,1.083872568e-02,4.852498104e+02,3.633734035e+02,9.045388457e-08,1.507564743e-08,3.117805597e-01
YOL084W,36,A,44,44,1.000000000e+00,-2.310171413e-02,9.544093702e+02,6.272671771e+02,2.616361680e-06,1.635226050e-07,9.189037612e-01
YPR015C,38,A,75,75,2.000000000e+00,-9.939502580e-03,1.246517921e+03,5.193987339e+02,1.449263153e-06,3.916927440e-08,9.900268990e-01
YLL061W,24,A,64,64,1.000000000e+00,-2.071678908e-02,8.943052539e+02,5.691906941e+02,1.475507747e-06,9.221923420e-08,9.684874841e-01
YHR010W,4,B,84,184,2.000000000e+00,-9.685756431e-03,1.368161729e+03,6.581302647e+02,9.776384486e-07,2.715662357e-08,9.929998520e-01
YOR134W,33,B,80,180,1.000000000e+00,7.914261750e-03,3.997414260e+02,2.951541152e+02,2.169437402e-07,4.338874803e-08,-1.721040755e+00
YOR134W,33,B,80,180,1.000000000e+00,-2.108527778e-02,8.524280133e+02,5.376182036e+02,1.747537583e-06,1.092210989e-07,9.617905293e-01
YFL054C,2,A,74,74,2.000000000e+00,-2.687828375e-02,1.207832581e+03,5.211544546e+02,9.766278461e-07,2.872434842e-08,9.924475857e-01
YGL139W,18,A,12,12,1.000000000e+00,-2.619798808e-02,8.637494252e+02,5.230096187e+02,2.429454159e-06,1.429090682e-07,9.547740141e-01
YMR054W,42,A,57,57,2.000000000e+00,3.089139871e-02,1.316869932e+03,5.878541724e+02,7.170172483e-07,1.991714579e-08,9.940940399e-01
YHR134W,6,A,54,54,2.000000000e+00,6.995141663e-03,1.214892949e+03,5.775740581e+02,1.768472009e-06,5.526475027e-08,9.847657827e-01
YPL066W,38,A,13,13,1.000000000e+00,-8.387083433e-03,3.848004984e+02,1.445428458e+02,6.929560904e-08,5.774634086e-09,9.515951366e-01
YPL066W,38,A,13,13,1.000000000e+00,-2.640172369e-02,7.960851485e+02,4.788440017e+02,2.569252030e-06,1.605782519e-07,9.424177816e-01
YHL016C,51,A,15,15,1.000000000e+00,7.958928542e-02,3.041567190e+02,8.416834000e+01,3.922671844e-06,3.566065312e-07,7.848695430e-01
YHL016C,51,A,15,15,1.000000000e+00,-2.186881518e-02,1.037153501e+03,6.907819402e+02,1.616141559e-06,9.506715053e-08,9.631720604e-01
YDR273W,13,B,82,182,1.000000000e+00,-1.785447111e-02,4.764704961e+02,3.011123448e+02,1.487764998e-07,1.859706247e-08,4.793533256e-01
YDR273W,13,B,82,182,1.000000000e+00,-4.989176159e-03,8.200039296e+02,5.895312467e+02,1.145699583e-06,9.547496525e-08,9.750538810e-01
YLR284C,26,A,73,73,2.000000000e+00,-1.996568726e-02,1.253492508e+03,5.551483176e+02,1.659841425e-06,4.742404072e-08,9.878971011e-01
YDR022C,11,A,87,87,1.000000000e+00,6.589663710e-03,4.226290347e+02,3.409336945e+02,4.681764994e-08,1.170441249e-08,-1.847281030e-01
YDR022C,11,A,87,87,1.000000000e+00,-3.526499983e-02,9.019256803e+02,5.703919752e+02,2.894265930e-06,1.702509371e-07,9.446516904e-01
YJL131C,21,B,18,118,1.000000000e+00,-1.811403013e-02,8.689383884e+02,5.365929912e+02,2.197933578e-06,1.292902105e-07,9.578835288e-01
YNL301C,30,A,46,46,2.000000000e+00,-2.050746896e-02,1.316355852e+03,5.461661929e+02,1.407251436e-06,3.703293254e-08,9.903711569e-01
YPR173C,39,B,84,184,1.000000000e+00,1.336116791e-02,6.361071247e+02,2.326742802e+02,1.753321600e-07,8.766608001e-09,9.879102570e-01
YPR173C,39,B,84,184,1.000000000e+00,-4.170064319e-02,1.101786041e+03,7.767144053e+02,2.615777687e-06,1.538692757e-07,9.293275873e-01
YMR245W,29,B,60,160,1.000000000e+00,-7.081793230e-03,1.249071907e+02,8.416834000e+01,2.783604206e-07,1.391802103e-07,-6.588472513e+01
YMR245W,29,B,60,160,2.000000000e+00,-3.421742073e-02,1.083058564e+03,4.647410272e+02,1.567948612e-06,5.057898748e-08,9.846724489e-01
YMR114C,44,A,82,82,2.000000000e+00,-2.035592385e-02,1.285856877e+03,6.013879422e+02,1.465758009e-06,4.311052968e-08,9.882128050e-01
YCL006C,1,A,76,76,2.000000000e+00,-2.652857496e-02,1.229494083e+03,5.262434972e+02,1.277041982e-06,3.648691377e-08,9.909185455e-01
YEL053C,16,B,25,125,1.000000000e+00,-1.561911615e-02,9.377120888e+02,6.057186767e+02,1.692902363e-06,1.058063977e-07,9.597495713e-01
YKL113C,22,A,95,95,2.000000000e+00,-1.685229466e-02,1.377780518e+03,6.878107393e+02,2.900805164e-07,8.531779893e-09,9.953873136e-01
YNL321W,30,B,34,134,2.000000000e+00,-6.766312408e-03,1.299471192e+03,5.406356452e+02,1.625446687e-06,4.393099154e-08,9.876349508e-01
YIL034C,3,A,42,42,1.000000000e+00,-3.305607804e-02,9.811139571e+02,6.507165546e+02,2.923188104e-06,1.719522414e-07,9.348182646e-01
YIL122W,3,A,93,93,1.000000000e+00,-1.319190802e-02,8.346245212e+02,5.256001747e+02,1.923814324e-06,1.282542883e-07,9.485387494e-01
YNL115C,49,A,42,42,1.000000000e+00,7.424670442e-02,3.083899155e+02,8.416834000e+01,3.480127143e-06,3.163751948e-07,8.339951244e-01
YNL115C,49,A,42,42,2.000000000e+00,-1.380164442e-02,1.374708494e+03,6.312924393e+02,1.390473291e-06,3.758035922e-08,9.901692047e-01
YGL056C,17,B,55,155,2.000000000e+00,1.769800876e-02,1.323631331e+03,5.832649775e+02,6.921353712e-07,1.870636138e-08,9.947339486e-01
YBL104C,7,B,89,189,1.000000000e+00,7.860475420e-03,3.738672685e+02,2.296436104e+02,7.042655097e-07,1.006093585e-07,5.773221190e-01
YBL104C,7,B,89,189,3.000000000e+00,-8.018312060e-03,1.475819851e+03,5.094560407e+02,1.397999644e-06,2.912499258e-08,9.955526338e-01
YDR194C,13,B,21,121,1.000000000e+00,1.590741247e-02,3.156746719e+02,1.989329871e+02,4.009153112e-07,6.681921854e-08,7.301638666e-01
YDR194C,13,B,21,121,1.000000000e+00,-1.688497806e-02,1.016720952e+03,7.667841288e+02,7.388034907e-07,6.156695756e-08,9.737845650e-01
YNL077W,31,B,82,182,1.000000000e+00,-2.181580898e-02,8.113157475e+02,4.893376748e+02,2.065994599e-06,1.291246624e-07,9.540343433e-01
YNL117W,31,B,72,172,1.000000000e+00,-1.144571395e-02,8.390870337e+02,4.997017447e+02,1.852379242e-06,1.089634848e-07,9.591431965e-01
YHR207C,6,B,95,195,1.000000000e+00,-2.077368643e-02,8.750137683e+02,5.634393931e+02,1.388890146e-06,9.259267638e-08,9.654875465e-01
YAL029C,1,A,31,31,1.000000000e+00,-2.275755031e-02,7.888395586e+02,5.053205422e+02,1.968491338e-06,1.406065241e-07,9.544170507e-01
YJL201W,20,B,70,170,2.000000000e+00,-5.042034620e-03,1.382262828e+03,5.915980703e+02,1.590652372e-06,3.976630930e-08,9.900015352e-01
YGR016W,19,A,17,17,2.000000000e+00,-9.136428146e-03,1.278027628e+03,5.090356446e+02,1.414377333e-06,3.722045613e-08,9.904290546e-01
YHR123W,6,A,46,46,1.000000000e+00,-2.924798002e-02,1.009764126e+03,6.644888781e+02,2.276860059e-06,1.339329446e-07,9.540252525e-01
YIL057C,3,A,55,55,2.000000000e+00,-4.631054580e-03,1.286629622e+03,5.568059596e+02,1.178629065e-06,3.185483959e-08,9.924534313e-01
YPR093C,39,A,25,25,2.000000000e+00,2.500543552e-03,1.250580031e+03,5.397425998e+02,1.236720233e-06,3.435333979e-08,9.913969059e-01
YGL154C,18,B,24,124,1.000000000e+00,-9.883515190e-03,8.791427537e+02,6.102965586e+02,6.235399699e-07,4.796461307e-08,9.675417124e-01
YGL154C,18,B,24,124,1.000000000e+00,-5.828303540e-02,1.724157208e+03,1.017690185e+03,1.708712082e-06,4.746422449e-08,8.973725589e-01
YIR042C,5,A,97,97,1.000000000e+00,-1.603390246e-02,9.157649381e+02,5.911890571e+02,1.691994510e-06,1.057496569e-07,9.621896737e-01
YCL062W,2,A,18,18,2.000000000e+00,4.934604763e-02,1.428330109e+03,5.047392979e+02,6.605382564e-07,1.435952731e-08,9.943433991e-01
YDR537C,47,A,40,40,1.000000000e+00,-1.504035665e-01,4.986377971e+02,1.011450806e+02,6.605520412e-06,3.476589691e-07,7.852682507e-01
YDR537C,47,A,40,40,2.000000000e+00,-5.816290500e-03,1.089805012e+03,5.043330873e+02,2.890872329e-06,9.968525273e-08,9.730673502e-01
YBR051W,8,A,36,36,1.000000000e+00,3.335764198e-02,4.043091846e+02,2.422661032e+02,5.330591658e-07,6.663239573e-08,9.021269121e-01
YBR051W,8,A,36,36,2.000000000e+00,-1.246829923e-02,1.476488039e+03,8.035801585e+02,9.914151404e-07,3.004288304e-08,9.899338643e-01
BY4741,29,A,27,27,2.000000000e+00,-1.430941118e-02,1.216096565e+03,5.199130354e+02,1.612087513e-06,4.605964323e-08,9.890752690e-01
YOR317W,44,A,23,23,2.000000000e+00,-2.051486349e-02,1.266570832e+03,6.074299911e+02,1.322348095e-06,4.007115439e-08,9.899105249e-01
YIL074C,3,A,19,19,2.000000000e+00,7.340805300e-04,1.263567164e+03,4.990165348e+02,1.146869074e-06,2.940689932e-08,9.927133322e-01
YIR017C,5,B,76,176,1.000000000e+00,-1.369687616e-02,9.578311535e+02,6.110926832e+02,1.374649696e-06,8.086174683e-08,9.720840502e-01
YML059C,27,A,97,97,1.000000000e+00,-1.918407859e-02,8.341198357e+02,4.958175530e+02,2.219804856e-06,1.305767562e-07,9.555144009e-01
YNR007C,32,A,31,31,1.000000000e+00,7.446661456e-02,3.230399877e+02,8.416834000e+01,3.676610621e-06,3.063842184e-07,7.521146193e-01
YNR007C,32,A,31,31,1.000000000e+00,-1.993826848e-02,1.032153590e+03,6.940501204e+02,2.273536699e-06,1.337374529e-07,9.472385317e-01
YKL032C,22,A,33,33,1.000000000e+00,-1.806489962e-03,9.959444065e+02,6.562955702e+02,2.318328630e-06,1.363722724e-07,9.501280225e-01
YER051W,16,B,75,175,2.000000000e+00,5.064320600e-05,1.275898062e+03,5.567291237e+02,1.053088131e-06,2.925244809e-08,9.922658786e-01
YOR383C,35,A,67,67,1.000000000e+00,-3.295624847e-02,9.825636292e+02,6.524025256e+02,3.053389246e-06,1.796111321e-07,9.355114314e-01
YCR026C,5,A,12,12,2.000000000e+00,1.766687169e-02,5.520977568e+02,2.203289763e+02,2.527077665e-07,1.579423540e-08,9.774061644e-01
YCR026C,5,A,12,12,2.000000000e+00,2.024359000e-06,1.307154443e+03,6.625965178e+02,5.402222609e-07,1.688194565e-08,9.946999146e-01
YFL048C,2,B,67,167,2.000000000e+00,7.563475908e-03,1.285007522e+03,5.499693720e+02,1.037560714e-06,2.804218146e-08,9.928156579e-01
YER039C-A,40,A,35,35,2.000000000e+00,-2.174302390e-02,1.366337536e+03,6.126127632e+02,1.432066352e-06,3.768595663e-08,9.905417116e-01
YEL028W,16,A,2,2,1.000000000e+00,6.496444229e-03,3.810314179e+02,2.243687400e+02,1.996430439e-07,2.495538049e-08,7.473457474e-01
YEL028W,16,A,2,2,1.000000000e+00,-1.949787170e-02,8.132966652e+02,5.150116863e+02,1.590518413e-06,1.060345609e-07,9.677391694e-01
YGR055W,19,A,42,42,1.000000000e+00,3.838522084e-03,4.937615649e+02,3.093663764e+02,8.602530953e-08,9.558367725e-09,9.302830304e-01
YGR055W,19,A,42,42,2.000000000e+00,-7.272556203e-03,1.322510296e+03,6.180732019e+02,8.918211459e-07,2.477280961e-08,9.928469687e-01
YPR134W,39,A,55,55,2.000000000e+00,-1.175929828e-02,1.299803362e+03,5.912461033e+02,1.195564229e-06,3.415897796e-08,9.888565333e-01
YOR121C,33,B,67,167,1.000000000e+00,-2.845099453e-02,8.474983737e+02,5.016232317e+02,1.687355148e-06,9.925618520e-08,9.656041077e-01
YGR131W,19,A,91,91,1.000000000e+00,-1.867810087e-02,8.284407101e+02,5.172989927e+02,2.507018190e-06,1.566886369e-07,9.494526734e-01
YDL125C,10,A,79,79,2.000000000e+00,-2.554923380e-03,1.316001718e+03,5.905440231e+02,1.276082854e-06,3.544674595e-08,9.912398374e-01
BY4741,41,A,88,88,2.000000000e+00,-8.013129299e-03,1.318423132e+03,6.458290432e+02,1.706364912e-06,5.170802763e-08,9.772811687e-01
YOL089C,43,A,4,4,1.000000000e+00,-1.686276247e-02,9.532090866e+02,5.914829352e+02,1.988608946e-06,1.104782748e-07,9.614899654e-01
YBL096C,7,B,81,181,1.000000000e+00,3.389838785e-02,3.169439439e+02,1.404553530e+02,7.900044950e-07,9.875056187e-08,8.545700710e-01
YBL096C,7,B,81,181,1.000000000e+00,-2.987767125e-02,1.045059122e+03,7.343971190e+02,2.283296974e-06,1.427060609e-07,9.475911561e-01
YBR162W-A,9,A,2,2,1.000000000e+00,-3.543563267e-02,9.253054710e+02,5.924903079e+02,2.591244974e-06,1.524261749e-07,9.541756557e-01
YLR072W,25,B,13,113,1.000000000e+00,3.664877891e-03,7.750952386e+02,5.289073622e+02,8.948934073e-07,7.457445061e-08,9.625632840e-01
YLR072W,25,B,13,113,1.000000000e+00,-7.341188509e-03,1.208360035e+03,9.425171145e+02,1.615719295e-07,1.242860996e-08,8.712639590e-01
YDR255C,13,B,66,166,1.000000000e+00,-2.134919337e-02,8.338289368e+02,5.626692156e+02,5.728350301e-07,4.406423308e-08,9.821334725e-01
YLR258W,26,A,52,52,2.000000000e+00,-2.222801269e-02,1.282110678e+03,5.538843529e+02,1.553012730e-06,4.197331702e-08,9.892617372e-01
YHR183W,6,A,83,83,1.000000000e+00,-3.811474445e-02,7.621727746e+02,4.417589343e+02,2.058912506e-06,1.286820316e-07,9.479869494e-01
YGL071W,17,B,66,166,1.000000000e+00,-2.618726146e-02,5.471485705e+02,1.003357026e+02,1.561507816e-06,7.097762798e-08,9.400911425e-01
YGL071W,17,B,66,166,1.000000000e+00,-8.794268536e-03,1.232863610e+03,7.801694538e+02,1.488270763e-06,6.764867104e-08,9.570506142e-01
YLR030W,43,B,81,181,1.000000000e+00,3.401561862e-02,2.847108954e+02,1.578201054e+02,9.341829183e-07,1.334547026e-07,7.151164989e-01
YLR030W,43,B,81,181,2.000000000e+00,-7.651950774e-03,1.338273936e+03,6.877221422e+02,1.015979167e-06,3.174934895e-08,9.898735178e-01
YDL186W,11,A,26,26,1.000000000e+00,-2.591682252e-02,8.933091470e+02,5.728523616e+02,2.526471496e-06,1.579044685e-07,9.485822964e-01
YOR343C,35,B,34,134,1.000000000e+00,-2.355312793e-02,8.995562359e+02,5.609459062e+02,1.557702379e-06,9.735639870e-08,9.632599801e-01
