genotype,run_no,plate_no,well_no,file_column,no_segments,sum_area_gap_fd,t_end,t_start,tphase_residuals_fd,tphase_residuals_fd_normalized,tphase_rsquared_fd
YGR192C,20,B,38,138,2.000000000e+00,-1.443537738e-02,1.276141658e+03,5.870662830e+02,8.851462950e-07,2.603371456e-08,9.920396284e-01
YER144C,40,B,37,137,1.000000000e+00,-2.693799730e-02,9.549908438e+02,6.051324517e+02,1.846404050e-06,1.086120029e-07,9.579846707e-01
YGR129W,19,B,89,189,2.000000000e+00,-1.126790889e-02,1.251175494e+03,5.088377958e+02,1.238012822e-06,3.345980599e-08,9.915528757e-01
YMR276W,29,A,89,89,1.000000000e+00,-1.092935335e-03,3.327829131e+02,1.483530531e+02,9.265994609e-08,1.029554957e-08,1.693168714e-02
YMR276W,29,A,89,89,2.000000000e+00,-3.711200413e-02,1.061975309e+03,4.463067922e+02,1.967500821e-06,6.346776842e-08,9.842742634e-01
YPR059C,39,B,1,101,1.000000000e+00,1.427833639e-02,4.153162291e+02,2.591977490e+02,2.420746044e-07,3.025932555e-08,7.494196448e-01
YPR059C,39,B,1,101,1.000000000e+00,-2.877446404e-02,8.551412829e+02,5.418631281e+02,1.659342432e-06,1.106228288e-07,9.576715205e-01
YJL063C,21,B,62,162,2.000000000e+00,-9.278990457e-03,1.428359726e+03,6.974093942e+02,1.434677898e-06,3.877507833e-08,9.856681565e-01
YIL028W,3,A,39,39,1.000000000e+00,-3.016552274e-02,8.905065185e+02,5.568352948e+02,2.383186374e-06,1.401874337e-07,9.506301067e-01
YER046W,45,B,2,102,1.000000000e+00,1.642762565e-02,2.663006156e+02,1.323225759e+02,1.269561952e-06,1.813659931e-07,5.825270374e-01
YER046W,45,B,2,102,1.000000000e+00,-3.301865847e-03,1.017755124e+03,6.979990523e+02,1.647854647e-06,1.029909155e-07,9.634821523e-01
YOR100C,33,A,52,52,2.000000000e+00,-2.345552975e-02,1.193538554e+03,5.143877411e+02,1.636377966e-06,4.812876371e-08,9.883158800e-01
YGL085W,17,B,78,178,2.000000000e+00,-4.576246517e-03,1.267694701e+03,5.552754621e+02,1.049712672e-06,2.915868532e-08,9.922865371e-01
YPR046W,38,A,92,92,1.000000000e+00,-2.996541243e-02,8.467131806e+02,5.461608286e+02,1.912023511e-06,1.274682341e-07,9.526441544e-01
YMR104C,48,B,40,140,1.000000000e+00,2.121198515e-02,4.641672715e+02,2.986856314e+02,1.139404585e-06,1.266005094e-07,3.309953281e-01
YMR104C,48,B,40,140,2.000000000e+00,8.596296160e-04,1.200156760e+03,5.620553894e+02,5.629365604e-07,1.759176751e-08,9.939683873e-01
YPL071C,38,A,8,8,1.000000000e+00,-3.653728191e-02,8.010822791e+02,4.827669185e+02,2.636479629e-06,1.647799768e-07,9.448165012e-01
YBL042C,7,A,33,33,2.000000000e+00,-2.855042258e-02,1.313540513e+03,6.056109447e+02,1.543808156e-06,4.410880446e-08,9.887578632e-01
YJL149W,21,B,6,106,1.000000000e+00,-2.267364770e-02,8.892032450e+02,5.453252872e+02,1.670418516e-06,9.825991268e-08,9.633159239e-01
YBR278W,40,B,9,109,1.000000000e+00,-1.546777621e-02,5.622265269e+02,2.927396788e+02,5.288949762e-07,3.777821259e-08,8.017582839e-01
YBR278W,40,B,9,109,1.000000000e+00,-2.027862085e-02,9.127672424e+02,6.196263365e+02,2.245086912e-06,1.496724608e-07,9.456967261e-01
YDL130W-A,40,A,25,25,1.000000000e+00,-2.401364214e-02,9.501287081e+02,5.953800877e+02,2.136113096e-06,1.186729498e-07,9.615771775e-01
YDR480W,15,A,37,37,1.000000000e+00,-2.487173432e-02,8.490511190e+02,5.109399882e+02,2.272012454e-06,1.336477914e-07,9.572441272e-01
YDR147W,12,B,86,186,2.000000000e+00,1.489465374e-02,7.350580704e+02,2.442114064e+02,4.176870126e-07,1.740362553e-08,9.787257288e-01
YDR147W,12,B,86,186,2.000000000e+00,-1.671228601e-02,1.456631880e+03,8.389178193e+02,9.860961680e-07,3.180955381e-08,9.886687260e-01
YDL018C,9,B,94,194,1.000000000e+00,1.383031726e-02,3.799613043e+02,2.508519937e+02,2.421749537e-07,4.036249229e-08,8.579532845e-01
YDL018C,9,B,94,194,3.000000000e+00,1.240643407e-02,1.440086494e+03,5.152199306e+02,9.715097798e-07,2.067042085e-08,9.969101870e-01
YGL087C,17,A,80,80,1.000000000e+00,-1.979898125e-02,8.565015864e+02,5.393117351e+02,1.994327812e-06,1.246454882e-07,9.590348632e-01
YNR032W,32,B,51,151,1.000000000e+00,3.959013510e-03,3.813829370e+02,1.896872975e+02,9.785151486e-08,9.785151486e-09,8.975443621e-01
YNR032W,32,B,51,151,1.000000000e+00,-2.804306617e-02,8.496011729e+02,5.135480217e+02,2.406695132e-06,1.415703019e-07,9.452077471e-01
YLR193C,26,A,2,2,2.000000000e+00,-2.094945452e-02,1.104432098e+03,3.725449191e+02,1.947657745e-06,5.263939851e-08,9.821356276e-01
YBR052C,8,B,37,137,1.000000000e+00,6.030054561e-03,4.395991749e+02,1.853052691e+02,3.993989526e-07,3.328324605e-08,9.757731567e-01
YBR052C,8,B,37,137,2.000000000e+00,-1.489694154e-02,1.535407240e+03,8.669117303e+02,1.046474278e-06,3.171134175e-08,9.898670934e-01
YKL135C,23,A,15,15,1.000000000e+00,-2.891592325e-02,1.377796493e+03,6.923045886e+02,9.142219048e-07,2.688887955e-08,9.899538821e-01
YCR090C,5,B,41,141,1.000000000e+00,-2.519100674e-03,4.436081181e+02,3.437436237e+02,9.845501509e-09,1.969100302e-09,8.821271467e-01
YCR090C,5,B,41,141,1.000000000e+00,-2.905655512e-02,8.857112437e+02,5.739470048e+02,2.552086489e-06,1.595054056e-07,9.407166319e-01
YOR150W,33,A,92,92,1.000000000e+00,-4.848937373e-02,9.235264666e+02,6.055668054e+02,2.442389420e-06,1.526493387e-07,9.323064697e-01
YGR164W,20,B,17,117,2.000000000e+00,-2.292033949e-03,1.288542924e+03,5.957320809e+02,9.839851895e-07,2.811386256e-08,9.927827574e-01
YLR439W,48,A,34,34,1.000000000e+00,1.434501582e-02,9.216340261e+02,5.688985826e+02,1.330598970e-06,7.392216500e-08,9.598936817e-01
YPR151C,50,B,73,173,1.000000000e+00,-1.135341830e-02,9.548474663e+02,5.920160420e+02,2.363146887e-06,1.312859382e-07,9.574662519e-01
YML033W,28,B,14,114,2.000000000e+00,-2.170700611e-02,1.224693991e+03,5.409748744e+02,1.323960074e-06,3.894000217e-08,9.899704775e-01
YHR049C-A,6,B,2,102,1.000000000e+00,-2.624821347e-02,9.315082018e+02,5.741669266e+02,2.448241760e-06,1.360134311e-07,9.497362026e-01
YOR235W,34,B,60,160,1.000000000e+00,1.169670691e-02,4.049490608e+02,3.247891369e+02,1.623286820e-07,4.058217050e-08,-8.976961239e-01
YOR235W,34,B,60,160,2.000000000e+00,-2.983923095e-02,1.262149567e+03,5.612477957e+02,1.573380170e-06,4.495371914e-08,9.834928331e-01
YDR476C,15,B,35,135,1.000000000e+00,-2.035454227e-02,8.541104242e+02,5.156680465e+02,1.840454765e-06,1.082620450e-07,9.648604753e-01
YGL081W,17,A,74,74,1.000000000e+00,-2.268007363e-02,9.124913558e+02,5.901777248e+02,2.182566024e-06,1.364103765e-07,9.512009754e-01
YPL272C,36,A,48,48,1.000000000e+00,8.199072685e-03,4.726968052e+02,2.855171309e+02,1.253391503e-07,1.392657225e-08,9.144671397e-01
YPL272C,36,A,48,48,2.000000000e+00,-3.058548086e-02,1.305154328e+03,6.097508101e+02,9.819958551e-07,2.805702443e-08,9.914989288e-01
YDR024W,11,A,89,89,1.000000000e+00,3.544211487e-03,5.718894165e+02,3.676645647e+02,1.954355756e-08,1.954355756e-09,9.243679533e-01
YDR024W,11,A,89,89,2.000000000e+00,7.590116923e-02,1.525276655e+03,7.452334068e+02,2.340689180e-06,6.001767129e-08,9.725585587e-01
YER067W,16,A,91,91,1.000000000e+00,-2.028967791e-02,8.379827513e+02,5.115365984e+02,1.519855477e-06,9.499096729e-08,9.686106921e-01
YOR153W,33,B,94,194,1.000000000e+00,-2.396560532e-02,8.832553735e+02,5.338516558e+02,2.370464580e-06,1.316924767e-07,9.528390993e-01
YDR231C,13,B,50,150,1.000000000e+00,-1.269126864e-02,4.944153272e+02,3.174692631e+02,1.661193753e-07,1.845770837e-08,5.820124897e-01
YDR231C,13,B,50,150,1.000000000e+00,-2.202650727e-02,9.213919305e+02,6.490958316e+02,1.173438625e-06,8.381704467e-08,9.694760969e-01
YDL176W,11,A,16,16,1.000000000e+00,8.744495092e-03,3.209603268e+02,1.857599546e+02,7.816136213e-06,1.116590888e-06,8.331860543e-01
YDL176W,11,A,16,16,1.000000000e+00,1.942912441e-02,9.085751090e+02,6.723671308e+02,1.831937218e-06,1.526614348e-07,9.494025561e-01
YMR166C,29,B,1,101,2.000000000e+00,-3.121325122e-02,1.176152699e+03,5.198532536e+02,9.958460392e-07,3.017715270e-08,9.908383869e-01
YPR133W-A,50,B,72,172,1.000000000e+00,-2.018735365e-02,9.072977568e+02,5.779676526e+02,2.272231131e-06,1.336606548e-07,9.551827627e-01
YCR047C,48,B,91,191,1.000000000e+00,-1.030260615e-02,1.328044426e+03,6.313907333e+02,1.162946104e-06,3.322703154e-08,9.552065029e-01
YCR047C,48,B,91,191,1.000000000e+00,-2.947468018e-02,2.195922997e+03,1.886331003e+03,8.133333453e-07,5.422222302e-08,9.405928805e-01
YFL021W,2,B,49,149,1.000000000e+00,-9.557982706e-02,9.472372299e+02,5.183868316e+02,7.229101561e-06,3.285955255e-07,8.851859408e-01
YEL028W,16,B,2,102,1.000000000e+00,-2.186312171e-02,8.291663624e+02,5.119632614e+02,2.145704940e-06,1.341065587e-07,9.564717499e-01
YLR043C,24,A,90,90,1.000000000e+00,3.458768062e-03,4.164131187e+02,3.155890207e+02,1.182002634e-08,2.364005268e-09,6.715623613e-01
YLR043C,24,A,90,90,1.000000000e+00,-2.182354194e-02,8.941907033e+02,5.682415027e+02,1.687517496e-06,1.054698435e-07,9.615845095e-01
YOR070C,33,A,28,28,1.000000000e+00,1.004254925e-02,4.708021087e+02,2.747425727e+02,2.902075538e-07,2.902075538e-08,8.422846669e-01
YOR070C,33,A,28,28,2.000000000e+00,-1.039112753e-02,1.237083030e+03,5.763850406e+02,9.547786187e-07,2.893268542e-08,9.917542009e-01
YAL014C,1,B,43,143,2.000000000e+00,-5.918141870e-03,1.296492620e+03,5.577525725e+02,1.464781472e-06,3.958868843e-08,9.905089567e-01
YBL002W,7,B,2,102,2.000000000e+00,2.202310537e-02,6.113512522e+02,1.288813026e+02,9.620695596e-07,4.008623165e-08,9.798481721e-01
YBL002W,7,B,2,102,2.000000000e+00,-4.384614122e-02,1.718185868e+03,9.198029430e+02,1.530596235e-06,3.826490589e-08,9.872068684e-01
YLR144C,25,B,69,169,1.000000000e+00,-2.558324999e-02,8.086378233e+02,4.502883354e+02,2.469960236e-06,1.372200131e-07,9.569761110e-01
YDL032W,10,A,4,4,3.000000000e+00,1.041060912e-02,1.438646623e+03,3.896528165e+02,7.577437445e-07,1.457199509e-08,9.974011490e-01
YLR433C,41,A,36,36,1.000000000e+00,-2.260893079e-02,8.810103247e+02,5.820743160e+02,8.826792564e-07,5.884528376e-08,9.803756163e-01
YNL268W,50,A,56,56,1.000000000e+00,8.301601863e-03,4.583154831e+02,3.486739228e+02,1.077430768e-07,2.154861537e-08,5.397011531e-01
YNL268W,50,A,56,56,2.000000000e+00,-1.094239324e-02,1.145519507e+03,5.781159792e+02,1.087411419e-06,3.749694548e-08,9.909403773e-01
YML024W,28,B,20,120,1.000000000e+00,4.298600117e-03,6.612306552e+02,3.672906293e+02,4.990167801e-08,3.326778534e-09,9.440272543e-01
YML024W,28,B,20,120,2.000000000e+00,-3.137940230e-03,1.566628386e+03,8.328860357e+02,8.850602831e-07,2.392054819e-08,9.877500049e-01
YNL122C,31,B,70,170,1.000000000e+00,-3.185219777e-02,8.040938032e+02,5.294713904e+02,2.223291134e-06,1.588065096e-07,9.403496720e-01
YOR009W,32,B,70,170,1.000000000e+00,2.747813284e-02,4.888159516e+02,2.465730222e+02,7.863180039e-07,6.552650033e-08,8.916501592e-01
YOR009W,32,B,70,170,2.000000000e+00,-1.876385908e-02,1.483436806e+03,7.452566419e+02,1.143790987e-06,3.091326992e-08,9.893057973e-01
YKL140W,23,A,19,19,1.000000000e+00,-1.660155111e-02,9.916188858e+02,6.410786039e+02,2.279254827e-06,1.340738133e-07,9.540224710e-01
YJL166W,20,B,94,194,1.000000000e+00,-2.053085148e-02,9.889249531e+02,6.732090097e+02,1.814755724e-06,1.134222328e-07,9.476952324e-01
YER070W,16,B,96,196,1.000000000e+00,-2.861731072e-02,5.331050434e+02,1.184922724e+02,6.856702795e-07,3.265096569e-08,8.780024954e-01
YER070W,16,B,96,196,1.000000000e+00,-7.942569029e-03,1.387408879e+03,6.425694172e+02,3.290174667e-07,8.892363966e-09,9.939087795e-01
YGR006W,19,A,10,10,1.000000000e+00,-3.440281227e-02,8.439031104e+02,5.066140260e+02,1.979492922e-06,1.164407601e-07,9.596974379e-01
YLR131C,25,B,59,159,2.000000000e+00,-2.224667300e-02,1.307186280e+03,5.259092897e+02,2.086185249e-06,5.349192947e-08,9.873019208e-01
YFR038W,5,A,59,59,2.000000000e+00,-1.266288629e-02,1.266130078e+03,5.834825468e+02,1.020230088e-06,3.000676730e-08,9.917807350e-01
YDL069C,10,B,36,136,1.000000000e+00,-1.999706302e-02,9.897231331e+02,6.140457578e+02,2.114563146e-06,1.112927972e-07,9.558135222e-01
YDR277C,13,B,86,186,1.000000000e+00,-3.283848619e-03,3.944623407e+02,2.376461481e+02,1.380399373e-08,1.725499216e-09,9.810145614e-01
YDR277C,13,B,86,186,1.000000000e+00,-1.621800917e-02,8.421634388e+02,5.358232699e+02,1.779290196e-06,1.112056372e-07,9.642651524e-01
YMR245W,29,A,60,60,1.000000000e+00,-2.058815587e-02,8.454859731e+02,4.847757113e+02,2.747601541e-06,1.526445301e-07,9.415628469e-01
YJR037W,47,A,7,7,2.000000000e+00,-1.779642042e-02,1.106891549e+03,5.017639376e+02,1.809927004e-06,6.033090014e-08,9.852507170e-01
YBR016W,8,A,4,4,1.000000000e+00,-3.624134510e-02,4.635313097e+02,9.807430313e+01,1.955543389e-06,1.029233363e-07,9.663750894e-01
YBR016W,8,A,4,4,1.000000000e+00,-1.743912762e-02,1.211976060e+03,8.678799212e+02,2.205905053e-06,1.297591208e-07,9.524846351e-01
YER186C,42,B,52,152,1.000000000e+00,-2.309242958e-02,8.559295949e+02,5.230372706e+02,1.401402708e-06,8.758766924e-08,9.688784500e-01
YPL087W,37,B,96,196,1.000000000e+00,-3.082897619e-03,3.676153224e+02,1.397264570e+02,1.821669655e-07,1.518058046e-08,9.219714335e-01
YPL087W,37,B,96,196,1.000000000e+00,-3.790598836e-02,8.217724376e+02,4.871225025e+02,2.365949664e-06,1.391735096e-07,9.518827179e-01
YDR401W,14,B,78,178,1.000000000e+00,-1.321207584e-02,8.727299267e+02,5.265990035e+02,1.999669019e-06,1.176275894e-07,9.571948580e-01
YNR042W,32,B,58,158,1.000000000e+00,-2.072758956e-02,8.783506847e+02,5.216173019e+02,1.367428029e-06,8.043694291e-08,9.672349031e-01
YEL017C-A,15,A,94,94,1.000000000e+00,1.234515173e-02,4.720902331e+02,3.719339045e+02,1.727434714e-07,3.454869429e-08,-1.398170870e-01
YEL017C-A,15,A,94,94,1.000000000e+00,-1.395204094e-02,9.318385039e+02,6.192335059e+02,1.737149447e-06,1.085718404e-07,9.630435528e-01
YML081W,27,A,89,89,1.000000000e+00,-2.624180175e-02,8.581817812e+02,5.018232600e+02,2.225399525e-06,1.309058544e-07,9.480835913e-01
YMR052W,42,B,55,155,1.000000000e+00,8.555242945e-03,4.202768864e+02,3.360874023e+02,5.445766844e-08,1.089153369e-08,-2.394444460e+00
YMR052W,42,B,55,155,1.000000000e+00,-4.332158289e-02,9.203224844e+02,5.815475776e+02,3.383890838e-06,1.990524022e-07,9.207281800e-01
YGL179C,18,A,45,45,1.000000000e+00,-3.109082907e-03,3.108131651e+02,9.499612883e+01,9.320169473e-08,8.472881339e-09,9.807471653e-01
YGL179C,18,A,45,45,1.000000000e+00,-3.767956739e-02,7.496511938e+02,4.350757060e+02,2.600397124e-06,1.625248203e-07,9.479501045e-01
YLR255C,26,A,50,50,2.000000000e+00,-2.052554063e-02,1.216334982e+03,5.116490269e+02,1.379447384e-06,3.941278240e-08,9.891711599e-01
YOR108W,33,A,58,58,2.000000000e+00,-1.401871550e-02,1.243835704e+03,5.200813408e+02,1.078612210e-06,2.996145027e-08,9.916660204e-01
YLR341W,27,A,17,17,1.000000000e+00,-1.710302760e-02,7.980245775e+02,4.472142335e+02,2.065138430e-06,1.214787312e-07,9.588377002e-01
BY4741,4,A,5,5,2.000000000e+00,-3.116364596e-02,1.191855618e+03,5.034379391e+02,1.616430790e-06,4.754208205e-08,9.892153319e-01
YNL064C,31,A,84,84,1.000000000e+00,1.392468784e-03,4.498283298e+02,3.295335132e+02,4.602951622e-09,7.671586037e-10,9.661309886e-01
YNL064C,31,A,84,84,1.000000000e+00,-4.629024927e-02,1.277710678e+03,5.498951943e+02,6.441893297e-07,1.789414805e-08,9.915157888e-01
YPR039W,38,B,86,186,2.000000000e+00,-1.008006169e-02,1.184970956e+03,4.718784454e+02,8.886672160e-07,2.468520044e-08,9.932054016e-01
YER002W,16,A,43,43,1.000000000e+00,-2.850349488e-02,8.885090192e+02,5.528319778e+02,2.278755191e-06,1.340444230e-07,9.532736397e-01
YPL107W,37,B,77,177,1.000000000e+00,-2.733369585e-02,8.732254011e+02,5.239363990e+02,2.303476494e-06,1.354986173e-07,9.495268852e-01
BY4741,47,B,27,127,2.000000000e+00,-6.561996780e-03,1.249163234e+03,5.177665679e+02,2.324472825e-06,6.282358987e-08,9.840428016e-01
YFR025C,48,B,15,115,2.000000000e+00,-6.217257770e-03,1.321038657e+03,6.086948109e+02,1.148144553e-06,3.189290426e-08,9.910502125e-01
YGL114W,17,A,95,95,2.000000000e+00,-2.260242510e-02,1.269046258e+03,5.565026561e+02,1.037616743e-06,2.882268729e-08,9.927931441e-01
YLR037C,43,A,87,87,1.000000000e+00,-2.708407083e-02,8.491993862e+02,5.275443917e+02,1.889207154e-06,1.180754471e-07,9.550017946e-01
YGL059W,17,B,58,158,1.000000000e+00,-1.720640272e-02,9.195176069e+02,5.826476223e+02,1.461027431e-06,9.131421443e-08,9.667876171e-01
YFR056C,5,B,73,173,2.000000000e+00,-1.326369080e-02,1.320626010e+03,5.932470379e+02,1.123338710e-06,3.036050569e-08,9.920797897e-01
BY4741,18,A,88,88,1.000000000e+00,-2.983873192e-02,8.147085878e+02,4.802971899e+02,2.283336438e-06,1.427085274e-07,9.466043294e-01
BY4741,15,B,5,105,2.000000000e+00,-2.591645883e-02,1.318555490e+03,5.213436189e+02,1.356950903e-06,3.479361289e-08,9.898566302e-01
YLR273C,26,A,65,65,2.000000000e+00,-8.378655360e-03,1.252205898e+03,5.373812617e+02,1.135494173e-06,3.154150481e-08,9.918365788e-01
YDR511W,15,A,60,60,1.000000000e+00,1.946251106e-02,4.726864439e+02,3.212123628e+02,2.731309849e-07,3.901871213e-08,3.108925049e-01
YDR511W,15,A,60,60,2.000000000e+00,-1.656813800e-02,1.336679441e+03,6.043235082e+02,1.087845677e-06,3.021793546e-08,9.910275917e-01
YJL196C,47,B,80,180,1.000000000e+00,5.516407488e-02,4.077058632e+02,2.857149417e+02,2.442299296e-06,4.070498826e-07,-7.289168061e+00
YJL196C,47,B,80,180,2.000000000e+00,-4.909372440e-03,1.122315366e+03,5.355128999e+02,2.357687774e-06,7.858959246e-08,9.810264824e-01
YDR125C,12,B,65,165,2.000000000e+00,-1.715624292e-02,6.050506381e+02,8.416834000e+01,6.433290599e-07,2.474342538e-08,9.900779603e-01
YDR125C,12,B,65,165,1.000000000e+00,-2.647490228e-02,1.139412004e+03,7.686694225e+02,1.324647783e-06,7.359154352e-08,9.673450602e-01
YML088W,27,B,82,182,1.000000000e+00,-3.474131044e-02,9.863997874e+02,6.403754674e+02,2.153843443e-06,1.266966731e-07,9.357248646e-01
YDR457W,15,A,21,21,1.000000000e+00,9.540887053e-03,5.339894128e+02,3.665410519e+02,9.911883404e-08,1.238985425e-08,8.039807795e-01
YDR457W,15,A,21,21,1.000000000e+00,-3.203889819e-02,1.009306521e+03,6.690018225e+02,2.115154257e-06,1.244208386e-07,9.487481955e-01
YKR012C,23,A,83,83,1.000000000e+00,-2.214935701e-02,8.225817387e+02,4.923252729e+02,2.315375788e-06,1.361985758e-07,9.543646610e-01
YDR440W,15,A,8,8,1.000000000e+00,1.023049229e-03,4.520065627e+02,3.453079701e+02,3.734061855e-08,7.468123709e-09,-2.681644350e-01
YDR440W,15,A,8,8,1.000000000e+00,-1.196706274e-02,7.667386953e+02,5.575731023e+02,9.687862309e-07,8.807147554e-08,9.438655182e-01
YDR440W,15,A,8,8,1.000000000e+00,1.939312010e-02,1.122177285e+03,9.365382199e+02,6.851458313e-07,6.851458313e-08,8.664288976e-01
YMR246W,29,B,62,162,2.000000000e+00,-1.776577936e-02,1.122307463e+03,4.648676125e+02,1.262340422e-06,3.825274007e-08,9.906368956e-01
YNR031C,32,B,50,150,1.000000000e+00,3.559809632e-03,4.409152660e+02,2.389524047e+02,2.191351842e-07,1.992138038e-08,7.981624917e-01
YNR031C,32,B,50,150,2.000000000e+00,-5.692900560e-04,1.271234590e+03,5.549173698e+02,6.315825350e-07,1.754395931e-08,9.943286352e-01
YOR328W,35,A,23,23,1.000000000e+00,-2.892512153e-02,9.228839570e+02,5.722898170e+02,2.741753125e-06,1.523196180e-07,9.502359138e-01
YHL008C,4,B,78,178,2.000000000e+00,-1.157854392e-02,1.195312713e+03,5.354915165e+02,8.277828864e-07,2.508432989e-08,9.935505799e-01
YLR436C,41,B,39,139,1.000000000e+00,-4.958913759e-03,6.490943536e+02,4.878171222e+02,8.971154742e-08,1.121394343e-08,9.628229359e-01
YLR436C,41,B,39,139,1.000000000e+00,2.538116115e-03,1.013964541e+03,8.083773562e+02,1.352953577e-06,1.352953577e-07,9.052111461e-01
YPL062W,38,B,16,116,2.000000000e+00,-3.090153175e-02,9.702042089e+02,3.182967075e+02,2.213847793e-06,6.708629677e-08,9.753617108e-01
YDR241W,13,B,55,155,1.000000000e+00,-5.145887627e-03,4.561947020e+02,8.416834000e+01,7.032900904e-07,3.907167169e-08,9.494856720e-01
YDR241W,13,B,55,155,1.000000000e+00,-1.434651342e-02,1.315757734e+03,1.013609325e+03,6.644360153e-07,4.429573435e-08,9.722112920e-01
YOR352W,35,B,43,143,2.000000000e+00,-4.799430830e-03,1.353518562e+03,5.936200460e+02,1.374614183e-06,3.617405744e-08,9.911450035e-01
YHL019C,4,A,69,69,2.000000000e+00,-1.763232653e-02,1.202406499e+03,5.538235564e+02,1.276640853e-06,3.868608646e-08,9.903940058e-01
YOR016C,32,B,78,178,2.000000000e+00,-2.038049406e-02,1.275017448e+03,5.761881125e+02,1.296722315e-06,3.704920900e-08,9.886614537e-01
YIL020C,3,B,35,135,2.000000000e+00,-1.604593290e-03,1.289629506e+03,5.797672772e+02,1.197706201e-06,3.326961670e-08,9.915153787e-01
YEL050C,16,B,22,122,1.000000000e+00,1.486048511e-03,4.627685418e+02,2.833692968e+02,3.198671872e-08,3.554079858e-09,9.552661597e-01
YEL050C,16,B,22,122,1.000000000e+00,-2.547144528e-02,9.118062850e+02,5.895635996e+02,1.999874804e-06,1.249921752e-07,9.535813891e-01
YOR188W,34,A,22,22,1.000000000e+00,-3.178180078e-02,8.671306630e+02,5.422349973e+02,2.464878990e-06,1.540549369e-07,9.485702906e-01
YCR086W,49,B,2,102,1.000000000e+00,1.350317303e-02,4.612160650e+02,3.293541125e+02,1.481165366e-07,2.115950522e-08,8.432191691e-01
YCR086W,49,B,2,102,1.000000000e+00,-1.756090347e-02,9.291064311e+02,6.068537882e+02,1.591594082e-06,9.947463011e-08,9.644329829e-01
YHR195W,6,A,86,86,1.000000000e+00,-1.954960469e-02,8.449892542e+02,4.925683552e+02,2.489499775e-06,1.383055431e-07,9.549262734e-01
YML056C,28,A,1,1,2.000000000e+00,-1.477797823e-02,1.172562937e+03,4.955048593e+02,9.709861424e-07,2.855841595e-08,9.929106564e-01
YOL096C,43,A,11,11,1.000000000e+00,-1.743782464e-02,1.024110572e+03,6.643431598e+02,2.212652887e-06,1.229251604e-07,9.477550989e-01
YLR331C,27,A,11,11,1.000000000e+00,-2.416140572e-02,8.264379522e+02,4.977773870e+02,2.379775087e-06,1.399867698e-07,9.576179591e-01
YGL149W,18,A,20,20,1.000000000e+00,-8.554172076e-03,4.376959735e+02,2.086575552e+02,8.323769089e-08,7.567062809e-09,9.201954030e-01
YGL149W,18,A,20,20,1.000000000e+00,-2.812931795e-02,8.468320648e+02,5.419227656e+02,1.642289057e-06,1.094859371e-07,9.593728475e-01
YGL115W,17,B,96,196,2.000000000e+00,2.955850967e-03,6.126154983e+02,1.452493157e+02,3.270675954e-07,1.422033024e-08,9.861160863e-01
YGL115W,17,B,96,196,1.000000000e+00,-9.950976174e-03,1.472786655e+03,8.093022338e+02,5.403800933e-07,1.637515434e-08,9.903833079e-01
YDL106C,10,A,62,62,1.000000000e+00,-4.570620996e-03,1.358272001e+03,9.308121766e+02,1.733220909e-07,8.253432899e-09,9.941228326e-01
YIR037W,5,A,94,94,2.000000000e+00,-4.186974110e-03,1.402897527e+03,6.431560177e+02,1.096079858e-06,2.884420680e-08,9.914950878e-01
YHR076W,6,A,12,12,1.000000000e+00,-1.654568319e-02,9.972837919e+02,6.339147748e+02,2.364158588e-06,1.313421438e-07,9.517620228e-01
YDR225W,13,B,45,145,1.000000000e+00,3.587922516e-02,2.899176678e+02,1.207771607e+02,8.120321794e-07,1.015040224e-07,7.729781881e-01
YDR225W,13,B,45,145,1.000000000e+00,-9.828633888e-03,9.520516543e+02,6.670348587e+02,7.074134328e-07,5.052953092e-08,9.802702114e-01
YKR021W,23,A,92,92,1.000000000e+00,-2.698322434e-02,8.271530559e+02,5.071350597e+02,2.293777752e-06,1.433611095e-07,9.505598615e-01
YGR062C,19,A,48,48,1.000000000e+00,-2.437505962e-02,9.293719222e+02,5.947984289e+02,2.296297273e-06,1.350763102e-07,9.465251124e-01
YKL062W,22,A,53,53,1.000000000e+00,-2.344165903e-02,9.653554269e+02,6.001765269e+02,1.503028136e-06,8.350156310e-08,9.745052729e-01
YDR296W,14,B,2,102,1.000000000e+00,-4.187400782e-03,4.639331225e+02,2.224172586e+02,3.697415899e-08,3.081179916e-09,8.928355339e-01
YDR296W,14,B,2,102,1.000000000e+00,-2.612716519e-02,1.050201411e+03,6.328353837e+02,1.214785114e-06,5.784691019e-08,9.618439814e-01
BY4741,10,A,27,27,2.000000000e+00,-1.607405434e-02,1.284947528e+03,5.421902181e+02,1.433462600e-06,3.874223242e-08,9.901639011e-01
YJL052W,21,B,72,172,1.000000000e+00,-1.713296382e-02,9.494588392e+02,6.153187321e+02,1.622574736e-06,9.544557270e-08,9.622007093e-01
YCL038C,1,A,100,100,2.000000000e+00,-2.140427096e-02,1.233686318e+03,5.408171447e+02,9.526638756e-07,2.801952575e-08,9.922097679e-01
YNL024C,32,A,6,6,1.000000000e+00,1.161031688e-04,4.303476854e+02,2.663765557e+02,1.159666381e-07,1.449582976e-08,8.487987302e-01
YNL024C,32,A,6,6,2.000000000e+00,5.264394903e-02,1.178185518e+03,5.357140554e+02,3.805121886e-06,1.189100589e-07,9.676399111e-01
