genotype,run_no,plate_no,well_no,file_column,alphabetic_code,no_plateaus,no_mono_violations,curve_rsquared_fd,curve_rsquared_gp,final_gap_logod,plat_threshold,plat_duration,plat_distance,plat_atol,plat_rtol,tran_threshold,tran_duration,tran_distance,tran_atol,tran_rtol
YAL068C,1,A,1,1,PTTP,2.000000000e+00,0.000000000e+00,9.966841985e-01,9.973079512e-01,-2.154904663e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL067C,1,A,2,2,PTTP,2.000000000e+00,0.000000000e+00,9.962481831e-01,9.971146492e-01,-9.251058412e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL066W,1,A,3,3,PTP,2.000000000e+00,0.000000000e+00,9.838951148e-01,9.839844338e-01,-9.845372652e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL065C,1,A,4,4,PTTP,2.000000000e+00,0.000000000e+00,9.974284471e-01,9.977237993e-01,-9.375006085e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
BY4741,1,A,5,5,PTTP,2.000000000e+00,0.000000000e+00,9.961886936e-01,9.972060150e-01,-1.524017971e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL062W,1,A,6,6,PTP,2.000000000e+00,0.000000000e+00,9.815773483e-01,9.834139063e-01,-1.838519162e-01,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL061W,1,A,7,7,PTTP,2.000000000e+00,0.000000000e+00,9.961362841e-01,9.970722579e-01,-1.643822977e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL060W,1,A,8,8,PTTP,2.000000000e+00,0.000000000e+00,9.969115965e-01,9.974053962e-01,-3.716195671e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL059W,1,A,9,9,PTP,2.000000000e+00,0.000000000e+00,9.833385242e-01,9.865103153e-01,-5.676826754e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL058W,1,A,10,10,PTP,2.000000000e+00,0.000000000e+00,9.853123677e-01,9.868785981e-01,-1.246088843e-01,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL056W,1,A,11,11,PTTP,2.000000000e+00,0.000000000e+00,9.961719993e-01,9.972215730e-01,-2.268307751e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL055W,1,A,12,12,PTTP,2.000000000e+00,0.000000000e+00,9.968977444e-01,9.977116563e-01,-1.084372958e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL053W,1,A,13,13,PTTP,2.000000000e+00,0.000000000e+00,9.940063225e-01,9.979360893e-01,-2.200828687e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL051W,1,A,14,14,PTP,2.000000000e+00,0.000000000e+00,9.750800174e-01,9.818582498e-01,-2.413154067e-01,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL049C,1,A,15,15,PTTP,2.000000000e+00,0.000000000e+00,9.972737412e-01,9.976861788e-01,-1.065017904e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL048C,1,A,16,16,PTTP,2.000000000e+00,0.000000000e+00,9.970248745e-01,9.975274734e-01,5.498046503e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL046C,1,A,17,17,PTP,2.000000000e+00,0.000000000e+00,9.822904700e-01,9.838160303e-01,-8.983797706e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL045C,1,A,18,18,PTP,2.000000000e+00,0.000000000e+00,9.787489614e-01,9.797527044e-01,-1.180030867e-01,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL044C,1,A,19,19,TPTP,2.000000000e+00,0.000000000e+00,9.877890715e-01,9.895100414e-01,-1.075256493e-01,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL042W,1,A,20,20,PTTP,2.000000000e+00,0.000000000e+00,9.968486133e-01,9.977955562e-01,-1.234561466e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL043C-A,1,A,21,21,PTTP,2.000000000e+00,0.000000000e+00,9.974473513e-01,9.979164857e-01,-3.516790187e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL040C,1,A,22,22,PTP,2.000000000e+00,0.000000000e+00,9.833309241e-01,9.864480996e-01,-5.311087802e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL039C,1,A,23,23,PTTP,2.000000000e+00,0.000000000e+00,9.957249080e-01,9.964252380e-01,1.306079689e-01,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL037W,1,A,24,24,PTTP,2.000000000e+00,0.000000000e+00,9.974235124e-01,9.977469848e-01,-3.102019617e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL036C,1,A,25,25,PTTP,2.000000000e+00,0.000000000e+00,9.977747432e-01,9.983567094e-01,1.665817899e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL035W,1,A,26,26,PTTP,2.000000000e+00,0.000000000e+00,9.972557581e-01,9.977678814e-01,1.780288974e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
BY4741,1,A,27,27,PTTP,2.000000000e+00,0.000000000e+00,9.974174806e-01,9.979019428e-01,1.388798193e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL034C,1,A,28,28,PTP,2.000000000e+00,0.000000000e+00,9.793007151e-01,9.820028687e-01,-1.028873495e-01,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL031C,1,A,29,29,PTP,2.000000000e+00,0.000000000e+00,9.866233413e-01,9.888321585e-01,-6.629351073e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL030W,1,A,30,30,PTTP,2.000000000e+00,0.000000000e+00,9.975585338e-01,9.977341056e-01,-4.163848280e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL029C,1,A,31,31,PTP,2.000000000e+00,0.000000000e+00,9.785008636e-01,9.816198521e-01,-7.082362722e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL028W,1,A,32,32,PTP,2.000000000e+00,0.000000000e+00,9.843199754e-01,9.869072173e-01,-7.483995830e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL027W,1,A,33,33,PTP,2.000000000e+00,0.000000000e+00,9.932236592e-01,9.948314323e-01,-4.118297103e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL026C,1,A,34,34,PTP,2.000000000e+00,0.000000000e+00,9.901907670e-01,9.914286804e-01,-5.387552776e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL023C,1,A,35,35,PTTP,2.000000000e+00,0.000000000e+00,9.968175461e-01,9.969478259e-01,1.078489003e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL022C,1,A,36,36,PTTP,2.000000000e+00,0.000000000e+00,9.973105351e-01,9.977171734e-01,1.016162888e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL021C,1,A,37,37,PTTP,2.000000000e+00,0.000000000e+00,9.975265491e-01,9.980597232e-01,9.563227299e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL020C,1,A,38,38,PTTP,2.000000000e+00,0.000000000e+00,9.955866453e-01,9.978127560e-01,4.078432660e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL019W,1,A,39,39,PTTP,2.000000000e+00,0.000000000e+00,9.969955104e-01,9.978267153e-01,2.623239337e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL018C,1,A,40,40,PTTP,2.000000000e+00,0.000000000e+00,9.964946388e-01,9.982843476e-01,-9.868957965e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL017W,1,A,41,41,TPTP,2.000000000e+00,0.000000000e+00,9.863623395e-01,9.894411245e-01,-9.176543749e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL014C,1,A,43,43,PTTP,2.000000000e+00,0.000000000e+00,9.966232935e-01,9.983769582e-01,2.246552355e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL011W,1,A,45,45,PTTP,2.000000000e+00,0.000000000e+00,9.976605156e-01,9.979044080e-01,-6.856001135e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL009W,1,A,47,47,PTTP,2.000000000e+00,0.000000000e+00,9.973341886e-01,9.980414678e-01,9.696527471e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL008W,1,A,48,48,PTTP,2.000000000e+00,0.000000000e+00,9.972099686e-01,9.979331172e-01,9.948051084e-04,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL007C,1,A,49,49,PTTP,2.000000000e+00,0.000000000e+00,9.963725908e-01,9.972013382e-01,-8.707558349e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL004W,1,A,50,50,PTTP,2.000000000e+00,0.000000000e+00,9.971577334e-01,9.977359220e-01,-2.794108860e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL002W,1,A,52,52,PTP,2.000000000e+00,0.000000000e+00,9.883229502e-01,9.900959409e-01,-7.378338122e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAR002W,1,A,53,53,PTTP,2.000000000e+00,0.000000000e+00,9.968410136e-01,9.974485188e-01,3.183050385e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAR003W,1,A,54,54,PTTP,2.000000000e+00,0.000000000e+00,9.964186576e-01,9.978147599e-01,3.223206528e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAR015W,1,A,56,56,PTTP,2.000000000e+00,0.000000000e+00,9.966339465e-01,9.981774945e-01,-7.713278053e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAR020C,1,A,58,58,PTP,2.000000000e+00,0.000000000e+00,9.753315205e-01,9.772089099e-01,-1.175341587e-01,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAR023C,1,A,59,59,PTTP,2.000000000e+00,0.000000000e+00,9.970352969e-01,9.976330022e-01,-1.201676209e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAR027W,1,A,60,60,PTTP,2.000000000e+00,0.000000000e+00,9.978179041e-01,9.990559548e-01,5.388255963e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAR028W,1,A,61,61,TPTP,2.000000000e+00,0.000000000e+00,9.856586687e-01,9.878634118e-01,-8.405573092e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAR029W,1,A,62,62,PTP,2.000000000e+00,0.000000000e+00,9.852607731e-01,9.875097268e-01,-6.236106320e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAR031W,1,A,63,63,PTTP,2.000000000e+00,0.000000000e+00,9.973072764e-01,9.977143634e-01,7.207725623e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAR030C,1,A,64,64,PTTP,2.000000000e+00,0.000000000e+00,9.978504804e-01,9.980426020e-01,1.017722815e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAR035W,1,A,65,65,PTTP,2.000000000e+00,0.000000000e+00,9.969319686e-01,9.975391319e-01,4.486587220e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAR037W,1,A,66,66,PTTP,2.000000000e+00,0.000000000e+00,9.977765770e-01,9.990720810e-01,-7.175094124e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAR040C,1,A,67,67,PTTP,2.000000000e+00,0.000000000e+00,9.974657838e-01,9.978576556e-01,-4.755761880e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAR042W,1,A,68,68,PTTP,2.000000000e+00,0.000000000e+00,9.966358128e-01,9.973737890e-01,-1.133234686e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAR043C,1,A,69,69,PTTP,2.000000000e+00,0.000000000e+00,9.974734116e-01,9.976495005e-01,-3.782671593e-04,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAR044W,1,A,70,70,PTTP,2.000000000e+00,0.000000000e+00,9.978816470e-01,9.981511953e-01,1.842408035e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
BY4741,1,A,71,71,PTTP,2.000000000e+00,0.000000000e+00,9.973954649e-01,9.975678154e-01,1.921531702e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAR047C,1,A,72,72,PTTP,2.000000000e+00,0.000000000e+00,9.963397877e-01,9.972992309e-01,-6.962936050e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YCL001W,1,A,73,73,PTTP,2.000000000e+00,0.000000000e+00,9.969972063e-01,9.979381243e-01,-4.158170419e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YCL002C,1,A,74,74,PTTP,2.000000000e+00,0.000000000e+00,9.951583487e-01,9.970284269e-01,-1.860313588e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YCL005W,1,A,75,75,PTTP,2.000000000e+00,0.000000000e+00,9.952944639e-01,9.971778786e-01,-2.372159880e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YCL006C,1,A,76,76,PTTP,2.000000000e+00,0.000000000e+00,9.969433448e-01,9.974995280e-01,-1.714174278e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YCL007C,1,A,77,77,PTTP,2.000000000e+00,0.000000000e+00,9.972911603e-01,9.977045437e-01,-7.629887721e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YCL008C,1,A,78,78,TPTP,2.000000000e+00,0.000000000e+00,9.860388365e-01,9.875927014e-01,-7.246254303e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YCL009C,1,A,79,79,PTTP,2.000000000e+00,0.000000000e+00,9.958166400e-01,9.971064364e-01,9.025252390e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YCL010C,1,A,80,80,PTTP,2.000000000e+00,0.000000000e+00,9.968133409e-01,9.978966315e-01,8.408590105e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YCL011C,1,A,81,81,PTTP,2.000000000e+00,0.000000000e+00,9.971893146e-01,9.983599164e-01,3.218397054e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YCL012W,1,A,82,82,PTP,2.000000000e+00,0.000000000e+00,9.816356454e-01,9.824884066e-01,-7.641835891e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YCL013W,1,A,83,83,PTTP,2.000000000e+00,0.000000000e+00,9.977373942e-01,9.982059738e-01,1.750970558e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YCL014W,1,A,84,84,PTTP,2.000000000e+00,0.000000000e+00,9.972165045e-01,9.972238586e-01,-1.537169801e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YCL016C,1,A,85,85,PTTP,2.000000000e+00,0.000000000e+00,9.961980875e-01,9.974931481e-01,-9.729499813e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YCL023C,1,A,86,86,PTTP,2.000000000e+00,0.000000000e+00,9.963705839e-01,9.971570888e-01,-1.950194585e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YCL024W,1,A,87,87,PTTP,2.000000000e+00,0.000000000e+00,9.972113173e-01,9.981695497e-01,4.304464334e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
BY4741,1,A,88,88,PTTP,2.000000000e+00,0.000000000e+00,9.963682131e-01,9.968413420e-01,1.199593724e-01,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YCL025C,1,A,89,89,PTP,2.000000000e+00,0.000000000e+00,9.866175710e-01,9.872820160e-01,-1.594419457e-01,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YCL026C,1,A,90,90,PTP,2.000000000e+00,0.000000000e+00,9.768692842e-01,9.838536273e-01,-1.903523447e-01,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YCL027W,1,A,91,91,PTTP,2.000000000e+00,0.000000000e+00,9.974921196e-01,9.980418936e-01,3.832885225e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YCL028W,1,A,92,92,PTTP,2.000000000e+00,0.000000000e+00,9.974956169e-01,9.978517647e-01,-3.546447258e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YCL029C,1,A,93,93,PTTP,2.000000000e+00,0.000000000e+00,9.968569293e-01,9.972576826e-01,-1.461935552e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YCL030C,1,A,94,94,PTTP,2.000000000e+00,0.000000000e+00,9.973817252e-01,9.979815914e-01,-1.143583820e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YCL032W,1,A,95,95,TPTP,2.000000000e+00,0.000000000e+00,9.854529493e-01,9.917633016e-01,3.983429486e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
