genotype,run_no,plate_no,well_no,file_column,alphabetic_code,no_plateaus,no_mono_violations,curve_rsquared_fd,curve_rsquared_gp,final_gap_logod,plat_threshold,plat_duration,plat_distance,plat_atol,plat_rtol,tran_threshold,tran_duration,tran_distance,tran_atol,tran_rtol
YER123W,42,B,4,104,TPTTP,2.000000000e+00,0.000000000e+00,9.975341964e-01,9.984801103e-01,-1.492679525e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
BY4741,42,B,5,105,PTTP,2.000000000e+00,0.000000000e+00,9.963949770e-01,9.969403988e-01,7.070559210e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER124C,42,B,6,106,PTTP,2.000000000e+00,0.000000000e+00,9.964994691e-01,9.975415170e-01,-7.821404436e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER128W,42,B,7,107,PTP,2.000000000e+00,0.000000000e+00,9.815702123e-01,9.846120752e-01,-9.732610664e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER129W,42,B,8,108,TPTP,2.000000000e+00,0.000000000e+00,9.876914419e-01,9.894944719e-01,-8.985498823e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER130C,42,B,9,109,TPTTP,2.000000000e+00,0.000000000e+00,9.972314391e-01,9.979928179e-01,7.673293429e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER131W,42,B,10,110,TPTTP,2.000000000e+00,0.000000000e+00,9.977696895e-01,9.986024505e-01,-1.819501977e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER132C,42,B,11,111,PTTP,2.000000000e+00,0.000000000e+00,9.970538889e-01,9.979725884e-01,8.495580371e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER134C,42,B,12,112,PTPTP,3.000000000e+00,0.000000000e+00,9.952261013e-01,9.970985679e-01,-1.966502270e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER135C,42,B,13,113,PTTP,2.000000000e+00,0.000000000e+00,9.971557102e-01,9.979302402e-01,2.829742313e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER137C,42,B,14,114,PTTP,2.000000000e+00,0.000000000e+00,9.975554704e-01,9.981309160e-01,1.650244934e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER139C,42,B,15,115,PTTP,2.000000000e+00,0.000000000e+00,9.969037337e-01,9.981043320e-01,3.023274169e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER140W,42,B,16,116,TPTP,2.000000000e+00,0.000000000e+00,9.860375467e-01,9.871473585e-01,-1.054261658e-01,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER141W,42,B,17,117,PTPTP,3.000000000e+00,0.000000000e+00,9.966104255e-01,9.980263106e-01,-9.198150051e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER142C,42,B,18,118,PTP,2.000000000e+00,0.000000000e+00,9.851396250e-01,9.864782849e-01,-8.855506157e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER143W,42,B,19,119,PTTP,2.000000000e+00,0.000000000e+00,9.970982483e-01,9.982070267e-01,6.745222012e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER145C,42,B,20,120,TPPTTP,3.000000000e+00,1.000000000e+00,9.905974989e-01,9.959899079e-01,6.805499715e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER149C,42,B,21,121,PTP,2.000000000e+00,0.000000000e+00,9.864144127e-01,9.909998140e-01,-1.538692024e-01,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER150W,42,B,22,122,PTTP,2.000000000e+00,0.000000000e+00,9.968172785e-01,9.979918098e-01,6.117916682e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER151C,42,B,23,123,PTTP,2.000000000e+00,0.000000000e+00,9.939440656e-01,9.957571845e-01,-2.942897810e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER152C,42,B,24,124,PTTP,2.000000000e+00,0.000000000e+00,9.971878160e-01,9.980856659e-01,4.894569527e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER153C,42,B,25,125,PTTP,2.000000000e+00,0.000000000e+00,9.962252757e-01,9.976885463e-01,6.538735340e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER154W,42,B,26,126,PTTP,2.000000000e+00,0.000000000e+00,9.951833748e-01,9.989026479e-01,5.970021632e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
BY4741,42,B,27,127,PTTP,2.000000000e+00,0.000000000e+00,9.965621078e-01,9.975480658e-01,8.606467569e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER155C,42,B,28,128,PTP,2.000000000e+00,0.000000000e+00,9.871863280e-01,9.869207430e-01,-1.606901008e-01,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER156C,42,B,29,129,PTP,2.000000000e+00,0.000000000e+00,9.878174869e-01,9.891520799e-01,-4.780267430e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER158C,42,B,30,130,PTP,2.000000000e+00,0.000000000e+00,9.891251277e-01,9.896987705e-01,-1.226856156e-01,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER161C,42,B,31,131,PTP,2.000000000e+00,0.000000000e+00,9.878092947e-01,9.898664183e-01,-9.183848072e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER162C,42,B,32,132,PTTP,2.000000000e+00,0.000000000e+00,9.966213687e-01,9.981022076e-01,-4.162178370e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER163C,42,B,33,133,PTTP,2.000000000e+00,0.000000000e+00,9.967911557e-01,9.976004820e-01,-3.179781702e-04,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER164W,42,B,34,134,PTTP,2.000000000e+00,0.000000000e+00,9.975434087e-01,9.988556445e-01,2.690315493e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER166W,42,B,35,135,PTTP,2.000000000e+00,0.000000000e+00,9.977816331e-01,9.986333360e-01,1.471689064e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER167W,42,B,36,136,PTP,2.000000000e+00,0.000000000e+00,9.851366816e-01,9.870915183e-01,-9.157102108e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER169W,42,B,37,137,PTTP,2.000000000e+00,0.000000000e+00,9.946457039e-01,9.963563288e-01,2.698819082e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER170W,42,B,38,138,TPTTP,2.000000000e+00,0.000000000e+00,9.978167200e-01,9.987137489e-01,1.109816106e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER173W,42,B,39,139,PTTP,2.000000000e+00,0.000000000e+00,9.966169438e-01,9.979154123e-01,8.656942235e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER174C,42,B,40,140,TPTTP,2.000000000e+00,0.000000000e+00,9.973275147e-01,9.983869384e-01,-3.407969907e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER175C,42,B,41,141,TPTTP,2.000000000e+00,0.000000000e+00,9.968626881e-01,9.985344109e-01,-9.962284743e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER176W,42,B,42,142,PTTP,2.000000000e+00,0.000000000e+00,9.959904791e-01,9.976896197e-01,3.235989250e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER177W,42,B,43,143,PTTP,2.000000000e+00,0.000000000e+00,9.962232620e-01,9.972582438e-01,-6.113306943e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER178W,42,B,44,144,TPTP,2.000000000e+00,0.000000000e+00,9.949348343e-01,9.958706279e-01,7.428815114e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER179W,42,B,45,145,TPTTP,2.000000000e+00,0.000000000e+00,9.970200068e-01,9.981842219e-01,-4.482825142e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER180C,42,B,46,146,PTTP,2.000000000e+00,0.000000000e+00,9.965520503e-01,9.977680151e-01,-8.040965879e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER181C,42,B,47,147,PTP,2.000000000e+00,0.000000000e+00,9.859525126e-01,9.878815761e-01,-8.372606445e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER182W,42,B,48,148,PTTP,2.000000000e+00,0.000000000e+00,9.966916571e-01,9.976690009e-01,-4.697064479e-04,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER183C,42,B,49,149,PTP,2.000000000e+00,0.000000000e+00,9.841629735e-01,9.860385164e-01,-9.701353139e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER184C,42,B,50,150,PTTP,2.000000000e+00,0.000000000e+00,9.960103949e-01,9.971474574e-01,5.247443313e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER185W,42,B,51,151,PTP,2.000000000e+00,0.000000000e+00,9.832046877e-01,9.852751019e-01,-7.246437335e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER186C,42,B,52,152,PTP,2.000000000e+00,0.000000000e+00,9.824426743e-01,9.844406681e-01,-9.958213229e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER187W,42,B,53,153,TPTTP,2.000000000e+00,0.000000000e+00,9.973107532e-01,9.979748646e-01,6.830753555e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YMR052C-A,42,B,54,154,TPTP,2.000000000e+00,0.000000000e+00,9.861694969e-01,9.881045841e-01,-9.523169770e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YMR052W,42,B,55,155,TPTP,2.000000000e+00,0.000000000e+00,9.817260241e-01,9.844969733e-01,-9.247986056e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YMR053C,42,B,56,156,TPTTP,2.000000000e+00,0.000000000e+00,9.967591091e-01,9.978872298e-01,5.838655399e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YMR054W,42,B,57,157,PTP,2.000000000e+00,0.000000000e+00,9.883707640e-01,9.900623536e-01,-6.064659915e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YMR055C,42,B,58,158,TPTTP,2.000000000e+00,0.000000000e+00,9.970466158e-01,9.981071913e-01,-9.924667121e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YMR056C,42,B,59,159,PTP,2.000000000e+00,0.000000000e+00,9.838097381e-01,9.859993906e-01,-9.250844991e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YMR057C,42,B,60,160,TPTTP,2.000000000e+00,0.000000000e+00,9.962804654e-01,9.982274466e-01,-3.957158254e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YMR058W,42,B,61,161,PTTP,2.000000000e+00,0.000000000e+00,9.642041353e-01,9.688824279e-01,-8.570691813e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YMR062C,42,B,62,162,TPTP,2.000000000e+00,0.000000000e+00,9.760658457e-01,9.783210261e-01,-7.359645375e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YMR063W,42,B,63,163,PTTP,2.000000000e+00,0.000000000e+00,9.966027096e-01,9.989251478e-01,5.156636427e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YMR064W,42,B,64,164,PTTP,2.000000000e+00,0.000000000e+00,9.952321589e-01,9.970878080e-01,6.799487117e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YMR065W,42,B,65,165,PTTP,2.000000000e+00,0.000000000e+00,9.971768908e-01,9.979604332e-01,1.141146322e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YMR066W,42,B,66,166,PTP,2.000000000e+00,0.000000000e+00,9.866427754e-01,9.885689611e-01,-1.122577673e-01,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YMR067C,42,B,67,167,TPTTP,2.000000000e+00,0.000000000e+00,9.980457602e-01,9.987906524e-01,3.006234356e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YMR068W,42,B,68,168,PTP,2.000000000e+00,0.000000000e+00,9.829299368e-01,9.847006084e-01,-1.043868570e-01,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YMR069W,42,B,69,169,PTTP,2.000000000e+00,0.000000000e+00,9.971321988e-01,9.976832534e-01,-2.738474973e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YMR070W,42,B,70,170,TPTP,2.000000000e+00,0.000000000e+00,9.868335303e-01,9.884453580e-01,-8.560937440e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
BY4741,42,B,71,171,PTP,2.000000000e+00,0.000000000e+00,9.766419837e-01,9.771628451e-01,-9.555434846e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YMR071C,42,B,72,172,TPTP,2.000000000e+00,0.000000000e+00,9.893860679e-01,9.919620097e-01,-9.478491272e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YMR072W,42,B,73,173,PTTP,2.000000000e+00,0.000000000e+00,9.951032921e-01,9.967901293e-01,8.545339528e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YMR073C,42,B,74,174,PTP,2.000000000e+00,0.000000000e+00,9.884301933e-01,9.901719266e-01,-1.383834674e-01,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YMR075C-A,42,B,75,175,PTP,2.000000000e+00,0.000000000e+00,9.848315081e-01,9.888569356e-01,-7.276508041e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YMR075W,42,B,76,176,PTTP,2.000000000e+00,0.000000000e+00,9.974922511e-01,9.979226068e-01,7.524204337e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YMR077C,42,B,77,177,PTP,2.000000000e+00,0.000000000e+00,9.372235531e-01,9.378572786e-01,-2.440715512e-01,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YMR078C,42,B,78,178,PTTP,2.000000000e+00,0.000000000e+00,9.951672395e-01,9.961611564e-01,-3.835205385e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YMR080C,42,B,79,179,TPTP,2.000000000e+00,0.000000000e+00,9.841985375e-01,9.873965946e-01,-1.734713826e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YMR081C,42,B,80,180,TPTP,2.000000000e+00,0.000000000e+00,9.849336699e-01,9.876561662e-01,-9.729353062e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YMR082C,42,B,81,181,PTP,2.000000000e+00,0.000000000e+00,9.943450590e-01,9.963899768e-01,1.045935903e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YMR083W,42,B,82,182,TPTP,2.000000000e+00,0.000000000e+00,9.902952187e-01,9.923056600e-01,-6.766841378e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YMR084W,42,B,83,183,PTP,2.000000000e+00,0.000000000e+00,9.955547538e-01,9.973990457e-01,1.624840729e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YMR085W,42,B,84,184,PTTP,2.000000000e+00,0.000000000e+00,9.956923712e-01,9.977730457e-01,-5.575334418e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YMR086C-A,42,B,85,185,PTTP,2.000000000e+00,0.000000000e+00,9.960173119e-01,9.975384992e-01,-3.376809695e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YMR086W,42,B,86,186,TPTTP,2.000000000e+00,0.000000000e+00,9.971592789e-01,9.984458831e-01,5.115904778e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YMR087W,42,B,87,187,TPTTP,2.000000000e+00,0.000000000e+00,9.972086517e-01,9.981877690e-01,-1.590822022e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
BY4741,42,B,88,188,TPTTP,2.000000000e+00,0.000000000e+00,9.980222261e-01,9.989183257e-01,-1.676073746e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YMR088C,42,B,89,189,TPTP,2.000000000e+00,0.000000000e+00,9.918229628e-01,9.936350697e-01,-9.952511280e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YMR089C,42,B,90,190,PTP,2.000000000e+00,0.000000000e+00,9.910259421e-01,9.931744022e-01,-9.792095757e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YMR090W,42,B,91,191,TPTTP,2.000000000e+00,0.000000000e+00,9.965310704e-01,9.982341536e-01,5.403092945e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YMR091C,42,B,92,192,PTPTP,3.000000000e+00,1.000000000e+00,9.912671113e-01,9.934273377e-01,-4.094557379e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
